Path Length,Path Nodes,Smooth Length,Smooth Nodes,Total Nodes,Time Taken
89.6050924618765,47,83.49522196469891,49,719,1.2814171314239502
82.70655766727565,45,73.1579800146007,47,735,1.210679531097412
83.36166471591714,44,74.64693640875205,46,614,0.9983997344970703
79.45138380588865,43,73.19395661022713,45,531,0.8213727474212646
84.82843619492589,45,77.26932544107584,47,505,0.7910242080688477
75.91882076429405,40,69.35813568202857,42,444,0.6621668338775635
87.94035853132196,46,80.54259199652701,48,486,0.6990506649017334
82.60328498170486,44,77.22404848991654,46,617,1.0692768096923828
99.55578295046689,53,90.56488792187264,55,592,0.9157674312591553
94.40798071525691,49,85.30500603089376,51,432,0.7205429077148438
80.48368562927246,42,74.5433671888796,44,485,0.8138189315795898
75.37791602571444,40,70.88943925299053,42,506,0.8078522682189941
88.38183638580732,47,81.97449109842017,49,710,1.1255619525909424
91.3937678981041,49,82.14122878530414,51,673,1.1401078701019287
86.0602238819929,47,80.79080549127265,49,496,0.8088867664337158
90.20036763734362,48,81.65530054748831,50,430,0.6497483253479004
74.87227765370275,40,70.24630757298489,42,307,0.41583681106567383
98.77159586709145,52,90.31430420326325,54,755,1.3057811260223389
86.42418097296348,45,81.65390648554093,47,826,1.4612758159637451
84.9929372764834,45,78.81260653683994,47,429,0.6759622097015381
87.64383005780199,46,79.47592841010258,48,601,0.9727694988250732
91.37151136397867,48,85.01375899274153,50,443,0.7466468811035156
92.02853174135626,49,84.42085798556977,51,303,0.43497776985168457
93.83610476098781,49,85.23477504001308,51,336,0.5080690383911133
90.49284801331768,48,84.3335390247766,50,297,0.42554163932800293
80.59289891840078,42,73.5368988791321,44,357,0.5704789161682129
88.23220178323488,46,81.11965186577292,48,376,0.5934164524078369
86.64682249178232,46,76.84925014556181,48,331,0.5495388507843018
83.33132959574161,44,75.84734120333519,46,483,0.7330596446990967
93.43315730099421,49,84.91955460281223,51,358,0.5878105163574219
90.96359386437723,48,84.76208812488187,50,548,0.8735711574554443
87.7061135193756,46,81.6115938973547,48,665,1.1102945804595947
83.7169858386734,44,77.54394985496941,46,428,0.6178920269012451
80.0,41,72.76154286310252,43,439,0.6656942367553711
90.82873124944834,48,85.37428063652318,50,517,0.838151216506958
95.07146406703124,51,82.48190453759125,53,653,1.127713918685913
79.81379073858056,41,74.33695996537868,43,457,0.7204101085662842
96.49173475775078,50,90.65747391205382,52,523,0.897148609161377
95.82879537803635,50,86.68606439288412,52,612,0.9697115421295166
91.57934095291341,48,80.76569385943179,50,465,0.7062938213348389
86.34666023751248,46,81.1122584080646,48,400,0.6105475425720215
76.57803188681933,40,70.94841431636054,42,435,0.677811861038208
86.40692811835777,46,79.99733687146615,48,606,0.9670748710632324
80.82230522861008,42,75.04820221203235,44,381,0.6140062808990479
91.80363971020931,47,81.84191762098916,49,396,0.6276841163635254
97.50918916780533,55,90.25588942089931,57,1056,1.9109110832214355
77.58479610838792,41,70.68172298709061,43,313,0.4572272300720215
96.00592200772402,51,87.41187664180875,53,631,1.0250918865203857
84.58818560943135,47,78.47124456575195,49,434,0.6977584362030029
81.86078500260437,44,75.96549923194635,46,529,0.8276572227478027
84.59863241116963,44,81.22482753669408,46,252,0.3984973430633545
89.11678543579238,46,81.35604501942043,48,436,0.6735093593597412
86.410217548087,46,78.70330359564518,48,333,0.494645357131958
87.62104541136536,47,81.34193350638525,49,849,1.4492294788360596
89.28558060576066,47,79.95853284729633,49,571,0.8635787963867188
76.33739753285693,40,70.61323179886531,42,455,0.7117269039154053
80.9252068034089,42,76.82764842352225,44,753,1.2776107788085938
92.63083607284011,51,85.78007892800927,53,417,0.6759507656097412
91.05849439169499,48,79.6896764846722,50,811,1.3707668781280518
84.77919380067878,45,77.90260718593458,47,452,0.712918758392334
88.02197968778367,49,79.44090410538125,51,517,0.8379919528961182
79.80750296830038,42,73.73026836275157,44,475,0.8121461868286133
80.75821130087793,42,73.872827277328,44,285,0.46738624572753906
82.09826083322264,43,75.38531872155434,45,382,0.6165802478790283
82.82156503280325,44,76.51927461063336,46,762,1.2627089023590088
87.50516557508541,45,80.09051216566455,47,336,0.4884610176086426
89.99999999999999,46,82.63172946319794,48,253,0.3730294704437256
83.03468006913802,44,76.44900638890398,46,514,0.840097188949585
84.96724334984455,45,79.16912239273908,47,975,1.6931440830230713
88.0,45,82.80496216425398,47,446,0.71893310546875
84.39040153906855,44,80.44713544337317,46,532,0.8935830593109131
88.6968556645223,47,79.63502303796584,49,1094,1.9785053730010986
75.05950607464177,39,67.62778222210838,41,264,0.39957261085510254
79.63004224252498,42,73.04914575531146,44,554,0.8718297481536865
85.41312949038854,45,78.91386815613691,47,426,0.6577138900756836
83.91232454238124,43,78.30171830958592,45,528,0.881594181060791
93.46838078549871,48,83.27623796340674,50,349,0.4735429286956787
83.48327191989483,45,75.37437245686559,47,517,0.8906745910644531
91.68560794294584,47,87.24115664690864,49,500,0.8890023231506348
85.60638191587671,44,76.97594991534139,46,423,0.6367831230163574
81.61522219027208,43,75.83388315166012,45,238,0.3258028030395508
79.1426335662192,41,73.44283527265904,43,175,0.2128129005432129
78.0734066578611,42,72.28694542438865,44,341,0.49118638038635254
80.73165700369587,43,71.81550886624044,45,396,0.6286499500274658
90.26095629703812,48,83.17165262297189,50,328,0.4856576919555664
87.79325103434427,45,82.00225117613753,47,436,0.6839199066162109
80.43737313813203,42,75.48622890972369,44,195,0.26765990257263184
83.24931624698891,45,77.42985353516633,47,388,0.6174581050872803
88.76481927861502,46,81.78294770476323,48,389,0.5769283771514893
83.61530114360365,45,73.50583512285746,47,854,1.3981504440307617
97.14672048288523,51,91.012886448064,53,402,0.5889461040496826
85.86347347591614,44,76.56077007041954,46,361,0.5153663158416748
95.44844959399734,52,86.54076342217688,54,476,0.7727024555206299
98.49184104813096,53,86.65237612728964,55,524,0.8391616344451904
76.61214727460433,40,70.79099411695731,42,246,0.3815133571624756
80.5956456256849,43,75.92357296650512,45,421,0.6547243595123291
86.12358030682587,45,77.10865037128283,47,442,0.642338752746582
93.90209146361393,49,84.40225319952667,51,403,0.6786847114562988
73.60788633635752,38,66.87711350887187,40,909,1.5739433765411377
79.76227529613426,42,73.67349984469102,44,331,0.4908876419067383
83.13143934928841,45,76.26824166185585,47,435,0.6993937492370605
77.47683099975052,40,71.98120435518582,42,230,0.3396580219268799
88.5951118461067,48,80.99609678548737,50,636,1.1181728839874268
87.37734472433294,47,79.30323392549566,49,599,1.0533814430236816
92.91507595744226,48,87.72371317857878,50,400,0.6422436237335205
94.46901705886161,51,86.93182062792901,53,674,1.1368660926818848
87.24462705931154,46,79.48557643003309,48,594,0.9871983528137207
87.39420098762442,45,80.84961107182284,47,269,0.3835105895996094
83.61297571686319,45,77.948480310225,47,410,0.6454825401306152
92.1885047861801,49,82.41724606741111,51,742,1.2997431755065918
102.90745545916828,55,94.05501076525054,57,593,0.9415111541748047
82.16904086867584,43,76.15867226310942,45,361,0.5128617286682129
81.79742658218588,43,75.8238562929983,45,534,0.8487977981567383
83.66639566477026,43,76.95337374178159,45,435,0.6743741035461426
86.0870327281055,48,78.35509900584884,50,670,1.117305040359497
85.4166909323575,45,79.52293138208957,47,659,1.0387887954711914
83.03324892966798,45,74.76766444868262,47,590,0.9684302806854248
90.65082545805319,50,81.60006551076464,52,584,0.8983504772186279
96.92913035026552,51,90.92552703338806,53,497,0.9501526355743408
87.37813971713143,46,75.91191640535709,48,631,0.9945974349975586
87.21228289980084,47,79.91479412000564,49,640,1.1449377536773682
91.66930169621699,50,83.55643721555985,52,762,1.2729263305664062
90.8969640376466,47,84.89096541412215,49,279,0.4362766742706299
83.01783920514009,43,77.05731502176252,45,236,0.30800819396972656
83.70921008759383,46,76.61337239096802,48,475,0.737072229385376
93.35022352419713,48,86.16674501856666,50,453,0.711010217666626
87.65790118464614,46,81.38125624037605,48,445,0.6872470378875732
77.00996460310999,40,70.39180655062313,42,134,0.20372319221496582
82.59223624905816,45,77.6378101156762,47,589,0.9645655155181885
76.60312474669611,41,71.2246297565283,43,323,0.508033037185669
91.75535119570385,47,83.43774385817485,49,215,0.36943745613098145
90.8300906823383,48,83.82275518756778,50,782,1.4105124473571777
89.63779652970143,49,81.75322297360644,51,440,0.7219624519348145
87.18979945929637,45,76.0528521946124,47,295,0.4304389953613281
85.07008908361439,45,76.44198783728228,47,371,0.5937938690185547
78.0,40,72.74157884203463,42,210,0.296370267868042
97.6846237856508,53,88.44776540414937,55,1044,1.9145514965057373
90.27452926241394,47,84.09053521096259,49,283,0.46137499809265137
93.32177329217369,48,83.74387329714828,50,502,0.8208563327789307
78.61042110229417,42,72.17921450664218,44,445,0.7040669918060303
86.85676891132128,47,77.86917376378956,49,862,1.425229549407959
97.44874486220755,52,87.9637749057079,54,567,0.930293083190918
91.82751550708957,48,82.60271060123303,50,329,0.46268534660339355
87.4828728168364,47,79.73597227823778,49,528,0.8623349666595459
96.78433271711616,51,86.9837088892918,53,310,0.46219825744628906
77.28612748042738,41,74.04702531378804,43,539,0.8704485893249512
73.0289195016645,38,67.460251012722,40,407,0.6540086269378662
93.67704167354601,49,83.0871188024587,51,494,0.7729077339172363
92.7392740875816,48,82.73707421032046,50,516,0.8255832195281982
84.58018803323054,45,76.54339988117306,47,402,0.6262054443359375
92.83431181591456,49,85.65871401092268,51,351,0.4878051280975342
81.13489092912447,43,74.30410484286534,45,322,0.4420135021209717
85.19439313703299,45,77.75745887302953,47,489,0.7568726539611816
96.66341222735007,50,89.02876582162936,52,307,0.46366238594055176
89.74569125330378,47,85.00890882459865,49,643,1.1360247135162354
83.60030121851091,44,76.27401276710826,46,781,1.326451301574707
71.75215127701316,37,67.1916714636509,39,436,0.6614737510681152
96.31073623107184,51,87.44314638079794,53,641,1.0136308670043945
81.13306664390547,42,73.67917920095563,44,435,0.6842167377471924
89.8078159411634,47,82.40924677995463,49,505,0.8263819217681885
101.19919123541322,56,92.58909347880663,58,768,1.2329728603363037
80.39908820319654,42,72.55199762427442,44,505,0.8313257694244385
82.65800271543435,44,77.88679086999457,46,454,0.6873178482055664
89.86704561672771,47,79.54322387771778,49,403,0.6410882472991943
90.48551463411314,47,82.92879198738487,49,522,0.8180692195892334
85.46470814964988,44,79.81412189192045,46,274,0.3913383483886719
78.35805311093218,41,73.41528044466918,43,250,0.37312984466552734
90.11179197507879,47,81.25027803228721,49,394,0.6144249439239502
87.23966285569894,45,80.6150707083225,47,447,0.7369861602783203
94.1820336397029,49,82.73721780811479,51,864,1.511286973953247
90.14155460408536,48,80.43326413622306,50,776,1.3154163360595703
79.97982435676138,42,72.41607576994015,44,747,1.3186616897583008
99.02849346460638,52,90.51235478307134,54,375,0.5837507247924805
72.89129334248965,38,67.29589679334279,40,498,0.7505583763122559
98.86064564394421,52,89.3898995958705,54,554,0.9005448818206787
77.7559381643843,42,71.44890117181697,44,587,0.97381591796875
92.6160541324207,50,80.5177174977762,52,598,1.0002079010009766
78.6236744389447,41,72.35103783425872,43,681,1.1033473014831543
80.74382506668667,42,73.76194853510206,44,469,0.7722902297973633
80.00000000000001,41,75.25277103990133,43,287,0.4247715473175049
80.26191261802911,43,72.68484366122325,45,462,0.720329761505127
92.0,47,83.47331440342603,49,455,0.6607692241668701
81.58404813957291,43,74.48101728022681,45,502,0.8133985996246338
87.6785029327532,47,78.97980971912042,49,368,0.6308538913726807
86.37209980470291,48,78.40176448543716,50,752,1.2658588886260986
76.4513585961933,41,68.75908086641535,43,415,0.6555540561676025
87.32868170025044,46,81.41182186413253,48,584,0.9094643592834473
82.556848739229,43,75.3713185146477,45,296,0.4331526756286621
95.04653219177932,51,87.11767084202364,53,362,0.5828268527984619
87.79684068542893,47,80.48841114050408,49,661,1.0962743759155273
77.49272460399399,43,70.84195607024243,45,978,1.7169313430786133
88.83196117361973,48,83.02019605848511,50,350,0.5022497177124023
85.40890150558464,44,76.46884263856454,46,274,0.37656259536743164
82.46558784420354,44,74.24189009213262,46,506,0.7877762317657471
89.40602059656948,48,83.35410997175711,50,580,0.932091236114502
89.26497241094587,46,81.43466105927199,48,457,0.6907970905303955
81.31724811277418,43,75.26529922054488,45,534,0.8816359043121338
88.15522449815805,46,80.98084714929108,48,592,0.968364953994751
85.73499269711255,45,78.40790035654555,47,401,0.6090335845947266
91.96348569425518,49,84.57797284387084,51,471,0.7081749439239502
83.05176925428009,44,77.4303751217328,46,426,0.6987988948822021
85.4379540762576,45,78.58506662422079,47,231,0.35239744186401367
81.24063437374417,43,75.46787979973354,45,293,0.40720224380493164
80.78661503883885,42,75.6577565949757,44,319,0.49431467056274414
91.2936483893482,48,84.58128405488144,50,537,0.8838388919830322
94.82158631869474,50,85.06257971636883,52,713,1.1245970726013184
79.45367024909676,41,74.68933644599538,43,326,0.5317561626434326
90.27412067675783,47,82.70453227773221,49,619,1.0715103149414062
83.82015973694097,44,77.38702424133206,46,445,0.6645746231079102
93.4115303152569,50,83.33323843549518,52,888,1.6361668109893799
75.46101875392398,39,69.91470822600651,41,458,0.7179169654846191
98.65661667955933,52,88.13415989403222,54,653,1.131603479385376
88.365794091661,46,78.45437342683378,48,329,0.49499034881591797
