Path Length,Path Nodes,Smooth Length,Smooth Nodes,Total Nodes,Time Taken
78.82434729609874,41,73.68207673769068,43,569,0.9637188911437988
79.05747685957424,41,73.47292159551458,43,136,0.11691975593566895
80.76759786030935,43,74.16474506650643,45,610,0.5829184055328369
88.4506846147381,47,81.14344800374454,49,792,0.7644846439361572
86.03892415574714,47,78.21620301808872,49,1590,1.8806867599487305
89.57263827779015,48,85.1055109116703,50,809,0.7448420524597168
98.99554264167763,52,91.2699935620357,54,428,0.362795352935791
82.64110770706077,45,77.64538282026989,47,766,0.7715792655944824
86.50203741801556,47,80.56440872100262,49,742,0.7098987102508545
79.29365943515427,42,75.02589003590136,44,1405,1.6515991687774658
91.64462984897268,49,82.17526256089808,51,1004,1.0251646041870117
92.42356729996686,48,85.60914160132087,50,440,0.4094691276550293
94.1942415093395,51,84.91763734042064,53,864,0.8418350219726562
95.42897063260057,50,87.0494634874812,52,746,0.715670108795166
91.15618217946903,49,84.49084779365643,51,752,0.730703592300415
83.6003491513252,44,78.38808967957449,46,605,0.5194947719573975
70.52395713082747,37,64.3875675243678,39,480,0.4091033935546875
79.84453052800845,42,76.4369098829213,44,315,0.25446653366088867
85.34136599779495,45,77.6070103969048,47,507,0.4561169147491455
81.32597656419186,43,76.20300287077723,45,818,0.7680346965789795
85.5446591786477,45,77.36879466951869,47,381,0.31763291358947754
90.48382948750798,49,84.49337064650705,51,1135,1.2236990928649902
92.53646798367453,49,85.10019642384903,51,1109,1.2051613330841064
77.66841287121704,44,70.94859136311086,46,691,0.6558370590209961
85.79527462757544,46,77.53739213392892,48,768,0.7373642921447754
85.1537603943305,45,78.7805814860905,47,757,0.6971323490142822
83.58150766966179,44,77.36867867909321,46,747,0.7288341522216797
79.68608859942587,43,74.59128078791751,45,492,0.4227488040924072
78.50480758234288,41,70.56708067909892,43,565,0.4918406009674072
94.92041444308435,51,87.02082215375026,53,724,0.731367826461792
82.73512591906625,44,77.80357018099154,46,669,0.620619535446167
87.05661789904704,46,76.10488147114573,48,789,0.734778642654419
84.83714258970599,46,78.8944382492876,48,635,0.6090929508209229
90.16908046073704,47,83.1905113063662,49,359,0.29862356185913086
75.31417997082126,41,71.44736415848786,43,1181,1.2352204322814941
81.84421804398319,43,74.83228701897715,45,503,0.45241308212280273
82.62173949108146,43,73.01009534729985,45,571,0.5003447532653809
98.01156711663249,52,89.17642372383537,54,804,0.7951509952545166
88.74239718332481,47,82.96182865752509,49,693,0.6629865169525146
78.19290720863953,41,71.17960275442135,43,757,0.7593047618865967
80.38468285433584,43,73.60867149824202,45,324,0.2777109146118164
94.37833967587666,51,87.2329025741344,53,1381,1.5622503757476807
104.5517938766332,56,93.38835873681475,58,1180,1.2697515487670898
