Type,Step Size,Goal Bias,Spacing,Steepness,Path Length,Path Nodes,Smooth Length,Smooth Nodes,Total Nodes,Time Taken
Greedy,2,0.37,0,12,85.40549346073666,44,76.0873436322284,46,346,0.3441483974456787
Greedy,2,0.37,0,12,84.11017282916455,44,77.96681960807513,46,388,0.38999223709106445
Greedy,2,0.37,0,12,76.69509797547997,40,70.80526437999193,42,233,0.22813749313354492
Greedy,2,0.37,0,12,85.96714877850708,45,78.70732649365794,47,301,0.2799108028411865
Greedy,2,0.37,0,12,71.69202564394084,37,67.78270274325162,39,226,0.20494365692138672
Greedy,2,0.37,0,12,85.88865267721918,44,79.61226378324939,46,190,0.20294427871704102
Greedy,2,0.37,0,12,72.33103639067679,38,67.88309965796415,40,310,0.2728879451751709
Greedy,2,0.37,0,12,96.54403725494083,50,87.41183766863263,52,299,0.25473713874816895
Greedy,2,0.37,0,12,78.99196800258458,41,72.99273684607141,43,327,0.28897738456726074
Greedy,2,0.37,0,12,89.52907286997886,48,83.28001706102137,50,385,0.3788721561431885
Greedy,2,0.37,0,12,92.90651023655205,48,85.19206980867575,50,301,0.30978918075561523
Greedy,2,0.37,0,12,85.42732677787119,44,78.35887221293636,46,278,0.2514653205871582
Greedy,2,0.37,0,12,76.81925130872357,40,71.24079792027422,42,298,0.24535083770751953
Greedy,2,0.37,0,12,87.07605834112972,46,81.99559208257463,48,409,0.40355348587036133
Greedy,2,0.37,0,12,76.74697734723254,41,68.926566962316,43,632,0.668384313583374
Greedy,2,0.37,0,12,81.40156458324682,42,76.03511519235074,44,198,0.16248273849487305
Greedy,2,0.37,0,12,84.38849963209277,44,81.15545173971876,46,485,0.4914534091949463
Greedy,2,0.37,0,12,85.61538526199381,45,78.9929866119176,47,536,0.5493180751800537
Greedy,2,0.37,0,12,85.52096526084934,45,78.4556249938184,47,486,0.5008068084716797
Greedy,2,0.37,0,12,96.41507633256228,50,87.88065091978159,52,328,0.31013917922973633
Greedy,2,0.37,0,12,81.39877518703068,43,75.5735328410399,45,330,0.30873942375183105
Greedy,2,0.37,0,12,81.1001668661871,44,75.52844659920692,46,145,0.16361308097839355
Greedy,2,0.37,0,12,83.40233266593174,46,75.8996279266163,48,385,0.348114013671875
Greedy,2,0.37,0,12,79.95096180025274,42,72.14172539425066,44,261,0.25789332389831543
Greedy,2,0.37,0,12,77.28951479983826,41,73.69049518021936,43,315,0.27915048599243164
Greedy,2,0.37,0,12,85.02596584094906,44,79.66594739699333,46,368,0.3625614643096924
Greedy,2,0.37,0,12,79.88334297333864,41,74.23896059122424,43,216,0.1850903034210205
Greedy,2,0.37,0,12,82.57240668856753,45,75.12979846113709,47,471,0.4702918529510498
Greedy,2,0.37,0,12,92.32264261087732,48,85.27577430563355,50,341,0.35940051078796387
Greedy,2,0.37,0,12,98.83369200097694,53,90.41250572449997,55,411,0.37533092498779297
Greedy,2,0.37,0,12,85.51826499661253,45,79.95676539638004,47,551,0.622159481048584
Greedy,2,0.37,0,12,81.73368596597574,43,74.74095252744084,45,323,0.29091382026672363
Greedy,2,0.37,0,12,80.20507618290557,42,76.66268646616567,44,294,0.2709238529205322
Greedy,2,0.37,0,12,86.71553011441097,45,80.9833363294654,47,311,0.29490113258361816
Greedy,2,0.37,0,12,83.70615387539735,44,76.11698269771213,46,213,0.17450380325317383
Greedy,2,0.37,0,12,80.89551212381126,42,73.45583343947543,44,297,0.2833211421966553
Greedy,2,0.37,0,12,82.607212244984,45,77.27522173837345,47,502,0.5104527473449707
Greedy,2,0.37,0,12,80.94041629186614,42,74.45708574900704,44,252,0.24326491355895996
Greedy,2,0.37,0,12,85.26905134469054,45,77.45775020765358,47,306,0.28578686714172363
Greedy,2,0.37,0,12,79.72874740137506,41,73.20532844078535,43,178,0.16850948333740234
Greedy,2,0.37,0,12,90.39725720249199,50,81.34636822330597,52,443,0.40298938751220703
Greedy,2,0.37,0,12,83.38391741109217,45,77.09069961953732,47,502,0.5023083686828613
Greedy,2,0.37,0,12,93.63973074368164,49,85.2708292251409,51,338,0.33000802993774414
Greedy,2,0.37,0,12,97.8132279579331,52,89.68265006607557,54,465,0.46652674674987793
Greedy,2,0.37,0,12,83.44599681365872,43,76.30183451458979,45,265,0.23655056953430176
Greedy,2,0.37,0,12,84.12268658065798,44,77.73162712665831,46,244,0.24791812896728516
Greedy,2,0.37,0,12,94.61448110175537,49,86.99082369063018,51,276,0.24565505981445312
Greedy,2,0.37,0,12,96.31420084125936,51,89.42533822688641,53,420,0.43257713317871094
Greedy,2,0.37,0,12,82.89191621026185,45,75.85185091155722,47,388,0.40030860900878906
Greedy,2,0.37,0,12,80.7035514948608,42,73.02592504955189,44,426,0.4000263214111328
Greedy,2,0.37,0,12,75.99999999999999,39,71.66381856835515,41,277,0.24869394302368164
Greedy,2,0.37,0,12,91.47112855041637,47,88.06125343473133,49,264,0.2332925796508789
Greedy,2,0.37,0,12,88.12346288190598,46,80.57824884833438,48,231,0.2167813777923584
Greedy,2,0.37,0,12,78.64086055593404,42,72.47193892316629,44,199,0.17594075202941895
Greedy,2,0.37,0,12,84.65014404270447,45,79.47408451772228,47,442,0.5060915946960449
Greedy,2,0.37,0,12,84.59459383928211,44,78.32301788231973,46,328,0.3289966583251953
Greedy,2,0.37,0,12,75.03631972528777,39,69.26790752482441,41,176,0.164642333984375
Greedy,2,0.37,0,12,76.11685108302683,40,70.89839580309985,42,242,0.23030996322631836
Greedy,2,0.37,0,12,80.7940209977456,42,74.8118714981526,44,437,0.467592716217041
Greedy,2,0.37,0,12,90.0,46,82.50924856390088,48,202,0.1761157512664795
Greedy,2,0.37,0,12,80.1645014334797,43,76.24051072724949,45,458,0.44511866569519043
Greedy,2,0.37,0,12,91.25416172937062,48,83.9328274046762,50,326,0.32382917404174805
Greedy,2,0.37,0,12,83.43905375220807,44,76.12513104140288,46,349,0.32940125465393066
Greedy,2,0.37,0,12,78.63181149595174,42,73.59789762557718,44,304,0.2780323028564453
Greedy,2,0.37,0,12,89.5664111289207,46,82.14973198649685,48,316,0.2928640842437744
Greedy,2,0.37,0,12,81.35689265580233,44,73.79636318543062,46,184,0.17785334587097168
Greedy,2,0.37,0,12,91.76651485532602,48,85.18607775165677,50,433,0.40918588638305664
Greedy,2,0.37,0,12,91.27500148266039,48,84.58548743097207,50,334,0.33516573905944824
Greedy,2,0.37,0,12,83.65447142143664,43,76.3904436500935,45,290,0.2922344207763672
Greedy,2,0.37,0,12,74.52476661883672,40,72.75080165435885,42,387,0.36423730850219727
Greedy,2,0.37,0,12,85.2432302411386,46,78.55193043864877,48,439,0.4499187469482422
Greedy,2,0.37,0,12,85.99999999999999,44,79.40359573220279,46,222,0.1946702003479004
Greedy,2,0.37,0,12,70.68131540125444,37,65.58362918679485,39,244,0.21161293983459473
Greedy,2,0.37,0,12,88.4898785495512,46,83.82742193530925,48,242,0.22011017799377441
Greedy,2,0.37,0,12,85.31736629494308,46,78.72073793976682,48,384,0.3998854160308838
Greedy,2,0.37,0,12,91.45825767862497,49,82.43241156464694,51,324,0.33043718338012695
Greedy,2,0.37,0,12,88.61509749779736,48,81.79758349660327,50,479,0.44888973236083984
Greedy,2,0.37,0,12,84.00000000000001,43,78.5296734773846,45,149,0.12372112274169922
Greedy,2,0.37,0,12,76.92405506728139,40,70.46123161575899,42,281,0.2473433017730713
Greedy,2,0.37,0,12,92.11183754485532,48,86.20578167693903,50,337,0.29349660873413086
Greedy,2,0.37,0,12,86.46516753559311,45,80.22110852836084,47,412,0.4317047595977783
Greedy,2,0.37,0,12,76.82483864242528,40,73.10782779692678,42,277,0.24138379096984863
Greedy,2,0.37,0,12,78.40321247163955,41,72.70909969498616,43,268,0.25943946838378906
Greedy,2,0.37,0,12,77.22603757712409,40,71.08734730653269,42,187,0.18183326721191406
Greedy,2,0.37,0,12,102.5957339196522,53,92.87784342675238,55,307,0.3063654899597168
Greedy,2,0.37,0,12,81.15001852175233,42,74.50954719842352,44,188,0.1501927375793457
Greedy,2,0.37,0,12,84.63559431417994,44,76.785550919632,46,184,0.14413094520568848
Greedy,2,0.37,0,12,82.52480746969837,43,76.52036633011953,45,259,0.22548890113830566
Greedy,2,0.37,0,12,77.16274127672874,43,71.71263368603566,45,447,0.3932063579559326
Greedy,2,0.37,0,12,82.95709224127373,43,76.85608032731139,45,331,0.3303639888763428
Greedy,2,0.37,0,12,88.88912263925071,47,79.54369121025678,49,342,0.3333427906036377
Greedy,2,0.37,0,12,89.93871353363122,47,85.1887033320113,49,374,0.37637901306152344
Greedy,2,0.37,0,12,101.8028083656925,54,94.54746945665917,56,375,0.3671135902404785
Greedy,2,0.37,0,12,82.43218334094558,43,76.13204419106921,45,349,0.32434678077697754
Greedy,2,0.37,0,12,84.51870135243053,44,78.16055434750525,46,295,0.2896392345428467
Greedy,2,0.37,0,12,84.67526057943958,45,76.88395355832722,47,215,0.20291805267333984
Greedy,2,0.37,0,12,77.86618496692269,42,71.67145862005367,44,335,0.27922964096069336
Greedy,2,0.37,0,12,84.86152720314537,44,76.60127294224372,46,247,0.2486584186553955
Greedy,2,0.37,0,12,91.5791664928216,48,85.87451200965155,50,163,0.13659429550170898
Greedy,2,0.37,0,12,92.04476309504395,48,82.49922591958388,50,358,0.37322378158569336
Greedy,2,0.37,0,12,72.5866467625018,39,66.47347155535478,41,198,0.15867280960083008
Greedy,2,0.37,0,12,89.94455970344025,47,83.88238455089527,49,347,0.3538186550140381
Greedy,2,0.37,0,12,81.75238591505595,43,75.33776135851843,45,291,0.28496384620666504
Greedy,2,0.37,0,12,74.96086018717848,39,68.94055742650355,41,184,0.15766334533691406
Greedy,2,0.37,0,12,87.07929932202852,45,77.66775541505982,47,327,0.3114960193634033
Greedy,2,0.37,0,12,84.8660121754107,45,78.0186447319886,47,333,0.31230592727661133
Greedy,2,0.37,0,12,76.0866593536047,41,69.2333065354606,43,245,0.22046685218811035
Greedy,2,0.37,0,12,79.34567090635343,42,72.02915050631394,44,168,0.14281153678894043
Greedy,2,0.37,0,12,78.11600159535911,42,72.787146492492,44,449,0.46492886543273926
Greedy,2,0.37,0,12,76.6530919020947,42,72.5463225894969,44,299,0.2851088047027588
Greedy,2,0.37,0,12,96.26955655828247,50,91.73934519201225,52,413,0.42023134231567383
Greedy,2,0.37,0,12,100.92021200102165,53,92.63661620489523,55,216,0.21700167655944824
Greedy,2,0.37,0,12,97.40614601798886,51,87.87216026607699,53,276,0.27570009231567383
Greedy,2,0.37,0,12,88.9649448188602,46,82.96416038497753,48,351,0.3334975242614746
Greedy,2,0.37,0,12,84.49201164887938,45,76.45944854174884,47,330,0.32840609550476074
Greedy,2,0.37,0,12,74.42253423928253,39,70.34056257947702,41,283,0.2685062885284424
Greedy,2,0.37,0,12,84.52046164208701,44,79.79255408431185,46,141,0.11887574195861816
Greedy,2,0.37,0,12,85.19631939930103,45,78.40887033604717,47,317,0.3206217288970947
Greedy,2,0.37,0,12,94.0991500285485,49,85.55724314709977,51,251,0.2538607120513916
Greedy,2,0.37,0,12,82.94491421232482,44,76.41030089351763,46,536,0.5571234226226807
Greedy,2,0.37,0,12,99.71355890548928,54,89.2007532886486,56,533,0.5509285926818848
Greedy,2,0.37,0,12,87.95525335324143,46,81.92927188605994,48,353,0.334169864654541
Greedy,2,0.37,0,12,78.21469512507053,41,72.04876476055686,43,288,0.28012752532958984
Greedy,2,0.37,0,12,90.53151477153348,47,80.16301310225879,49,457,0.4802713394165039
Greedy,2,0.37,0,12,75.89992453215795,39,71.43644627604553,41,505,0.4923708438873291
Greedy,2,0.37,0,12,80.96020113592472,43,74.61333696252505,45,384,0.37850451469421387
Greedy,2,0.37,0,12,91.86330989061756,47,84.67155216477643,49,326,0.2953636646270752
Greedy,2,0.37,0,12,99.37730485036263,51,85.53580137689546,53,286,0.24832916259765625
Greedy,2,0.37,0,12,77.66335131774058,40,73.13981105286908,42,253,0.2311687469482422
Greedy,2,0.37,0,12,89.60012127407498,46,82.13448150230784,48,300,0.2837257385253906
Greedy,2,0.37,0,12,88.96869634979305,47,81.33348975078555,49,262,0.2203378677368164
Greedy,2,0.37,0,12,88.66766492082171,47,80.28427995283373,49,222,0.20211052894592285
Greedy,2,0.37,0,12,78.48591646012518,41,71.48106372701749,43,460,0.5008964538574219
Greedy,2,0.37,0,12,88.57145007431393,46,81.73750485333947,48,369,0.34395456314086914
Greedy,2,0.37,0,12,92.27092730840552,48,85.83682254670363,50,219,0.19554948806762695
Greedy,2,0.37,0,12,80.80991532063592,43,75.59016958896252,45,459,0.47249913215637207
Greedy,2,0.37,0,12,83.66569486034723,44,77.17930458531332,46,287,0.2660677433013916
Greedy,2,0.37,0,12,85.91726675533305,46,80.07154743925868,48,549,0.6163115501403809
Greedy,2,0.37,0,12,87.03662318200435,45,79.2962458187706,47,298,0.2775113582611084
Greedy,2,0.37,0,12,78.88492652094632,41,73.82106548923879,43,207,0.2017817497253418
Greedy,2,0.37,0,12,85.24839433479784,45,79.39827244803192,47,406,0.378680944442749
Greedy,2,0.37,0,12,85.25370903271477,44,78.27595330810982,46,464,0.4463348388671875
Greedy,2,0.37,0,12,82.66599194650698,43,76.48402883725224,45,239,0.21262097358703613
Greedy,2,0.37,0,12,87.19919734183654,45,81.02204213934853,47,346,0.3399474620819092
Greedy,2,0.37,0,12,76.45634840591917,40,69.82356474211136,42,146,0.12274575233459473
Greedy,2,0.37,0,12,79.88106647514115,42,73.66211028864599,44,324,0.3024146556854248
Greedy,2,0.37,0,12,88.59870130578243,47,81.34626273449229,49,394,0.4060170650482178
Greedy,2,0.37,0,12,81.8605320279865,43,76.96474760274397,45,242,0.22764086723327637
Greedy,2,0.37,0,12,91.17093641674403,48,85.36393665869787,50,434,0.41634678840637207
Greedy,2,0.37,0,12,95.22114002321361,50,88.42432227557418,52,398,0.347029447555542
Greedy,2,0.37,0,12,79.6426970116305,41,74.89309201017846,43,337,0.31199169158935547
Greedy,2,0.37,0,12,93.74671693423309,49,86.6117379807232,51,328,0.3323326110839844
Greedy,2,0.37,0,12,88.53378827207246,46,81.73425093903741,48,227,0.18800759315490723
Greedy,2,0.37,0,12,73.88694245351198,41,68.11112090526304,43,441,0.4408447742462158
Greedy,2,0.37,0,12,89.8569758571482,47,82.23231862034106,49,361,0.38707613945007324
Greedy,2,0.37,0,12,85.5103327697632,47,81.75724210607237,49,242,0.23850584030151367
Greedy,2,0.37,0,12,80.98971025653228,43,76.2893070109945,45,181,0.1600654125213623
Greedy,2,0.37,0,12,79.99999999999999,41,76.20404211069624,43,189,0.1705312728881836
Greedy,2,0.37,0,12,86.44441465141276,46,77.86077113049022,48,298,0.27387356758117676
Greedy,2,0.37,0,12,82.0,42,78.77227813717872,44,222,0.20319461822509766
Greedy,2,0.37,0,12,76.58453602227819,41,70.64428460047208,43,209,0.1759793758392334
Greedy,2,0.37,0,12,99.15339670911222,52,92.81940571336379,54,259,0.2222752571105957
Greedy,2,0.37,0,12,89.30504477774156,46,82.26869478125906,48,254,0.22383975982666016
Greedy,2,0.37,0,12,79.62930053952876,42,72.9074856392681,44,467,0.44875502586364746
Greedy,2,0.37,0,12,92.22052729699298,48,85.1794762106015,50,297,0.290299654006958
Greedy,2,0.37,0,12,84.06511339546739,45,75.13018565773763,47,235,0.23143982887268066
Greedy,2,0.37,0,12,84.07796370809137,44,78.15059458304516,46,213,0.19455981254577637
Greedy,2,0.37,0,12,78.09817707785288,41,69.37665976767664,43,232,0.20302319526672363
Greedy,2,0.37,0,12,80.13705248657102,42,74.55726342343725,44,292,0.28496384620666504
Greedy,2,0.37,0,12,73.03284477833533,38,67.37241576945144,40,245,0.21327924728393555
Greedy,2,0.37,0,12,75.71872919517136,39,69.4809869700108,41,254,0.2281510829925537
Greedy,2,0.37,0,12,87.68387823425209,46,82.80562912144539,48,302,0.2904937267303467
Greedy,2,0.37,0,12,84.37025120603751,45,77.71734239857052,47,343,0.34094929695129395
Greedy,2,0.37,0,12,82.35899910337791,43,77.34725962859524,45,222,0.18807387351989746
Greedy,2,0.37,0,12,99.34403314132447,53,91.68320896063591,55,328,0.31166553497314453
Greedy,2,0.37,0,12,82.20098426848082,43,76.20114217419626,45,337,0.34682369232177734
Greedy,2,0.37,0,12,92.39683274947474,48,84.28605406573134,50,337,0.3318934440612793
Greedy,2,0.37,0,12,84.97258854652597,44,79.02823559088684,46,120,0.09851837158203125
Greedy,2,0.37,0,12,80.0,41,73.6379128095476,43,177,0.13683128356933594
Greedy,2,0.37,0,12,83.58930178105363,44,77.69675935650807,46,340,0.3773510456085205
Greedy,2,0.37,0,12,85.55763210546824,46,76.8990185144347,48,186,0.16171765327453613
Greedy,2,0.37,0,12,90.60319934907982,50,82.39349059537491,52,335,0.3683891296386719
Greedy,2,0.37,0,12,80.42917744790367,42,72.51953246569661,44,226,0.17574167251586914
Greedy,2,0.37,0,12,83.7018900074374,43,74.97262580556652,45,397,0.3648066520690918
Greedy,2,0.37,0,12,86.61029198868597,46,79.08384746688539,48,231,0.21165919303894043
Greedy,2,0.37,0,12,81.67221075750986,42,76.34565935555543,44,219,0.18394923210144043
Greedy,2,0.37,0,12,87.18419431338279,46,76.59880444981614,48,326,0.2765536308288574
Greedy,2,0.37,0,12,82.150690883385,44,75.25125177272628,46,328,0.3144958019256592
Greedy,2,0.37,0,12,95.14067517804155,49,85.73677926010735,51,532,0.5326387882232666
Greedy,2,0.37,0,12,80.20500260005234,42,71.33230154519418,44,266,0.24308300018310547
Greedy,2,0.37,0,12,86.28164679356074,45,79.3929464411137,47,287,0.28638744354248047
Greedy,2,0.37,0,12,91.14058817481663,48,83.03077141185136,50,304,0.2886481285095215
Greedy,2,0.37,0,12,96.16748056627462,50,86.27626218832769,52,446,0.44995689392089844
Greedy,2,0.37,0,12,98.90869943565184,52,90.57395969360144,54,264,0.25078868865966797
Greedy,2,0.37,0,12,89.82855948898074,47,82.22015839832346,49,432,0.40676450729370117
Greedy,2,0.37,0,12,79.88938600904079,41,73.29250372067385,43,251,0.19576215744018555
Greedy,2,0.37,0,12,86.48106609593981,45,81.39421775831084,47,226,0.21550297737121582
Greedy,2,0.37,0,12,82.91305248087448,44,79.46484883887629,46,248,0.2085731029510498
Greedy,2,0.37,0,12,95.54293631494534,51,86.50378844394054,53,499,0.5374741554260254
Greedy,2,0.37,0,12,87.36126316056436,46,81.26370785682138,48,261,0.2397923469543457
Greedy,2,0.37,0,12,82.2651446348194,43,76.92246177752878,45,238,0.19588565826416016
Greedy,2,0.37,0,12,91.65975107507016,48,79.93921246143474,50,251,0.2094411849975586
Greedy,2,0.37,0,12,82.08908187799895,43,75.75446195803451,45,294,0.282742977142334
Greedy,2,0.37,0,12,72.52647741591242,38,66.30710254721558,40,338,0.329418420791626
Greedy,2,0.37,0,12,85.0828229513071,44,78.13620856825885,46,261,0.25065112113952637
Greedy,2,0.37,0,12,77.98063167319,41,72.54863550144782,43,204,0.20163798332214355
Greedy,2,0.37,0,12,78.40197085135406,41,72.49595256413157,43,177,0.14399194717407227
Greedy,2,0.37,0,12,91.05821441545068,47,80.23343357264284,49,257,0.21873927116394043
Greedy,2,0.37,0,12,90.53074123562088,47,85.13313802932223,49,191,0.17342758178710938
Greedy,2,0.37,0,12,81.062059522889,43,74.97204878401313,45,658,0.686668872833252
Greedy,2,0.37,0,12,88.0,45,79.9792304015676,47,352,0.3153958320617676
Greedy,2,0.37,0,12,91.4896874268934,50,84.99018120445751,52,383,0.36997008323669434
Greedy,2,0.37,0,12,81.64935704765611,44,74.98946182023968,46,488,0.5005619525909424
Greedy,2,0.37,0,12,73.16991184404912,38,68.3028278757057,40,298,0.26571154594421387
Greedy,2,0.37,0,12,75.9558374911296,40,71.15528903481837,42,174,0.1440415382385254
Greedy,2,0.37,0,12,91.51931366742062,48,84.34926581375126,50,357,0.33783698081970215
Greedy,2,0.37,0,12,83.36642651125554,44,76.79780940609322,46,367,0.35777974128723145
Greedy,2,0.37,0,12,82.70198185020666,43,78.49989983293514,45,237,0.19081377983093262
Greedy,2,0.37,0,12,92.17597124270843,48,85.9896204830723,50,249,0.2073688507080078
Greedy,2,0.37,0,12,86.76086630056875,45,80.23065913925525,47,211,0.22441792488098145
Greedy,2,0.37,0,12,82.59565109510504,44,76.29889436705672,46,354,0.3505594730377197
Greedy,2,0.37,0,12,91.1005523087683,49,85.24967602986139,51,377,0.3861684799194336
Greedy,2,0.37,0,12,73.99999999999999,38,68.85270076345755,40,179,0.15824246406555176
Greedy,2,0.37,0,12,86.0386496179379,45,80.41428803191516,47,203,0.1803898811340332
Greedy,2,0.37,0,12,91.05190452262659,48,81.77162957429158,50,350,0.3419642448425293
Greedy,2,0.37,0,12,79.4887326052146,43,72.94812440640811,45,325,0.32828855514526367
Greedy,2,0.37,0,12,80.09249535255476,43,73.99910162009317,45,284,0.24804997444152832
Greedy,2,0.37,0,12,88.70692160334559,48,84.11582224182493,50,558,0.6351578235626221
Greedy,2,0.37,0,12,78.86601389472973,41,73.55503473696629,43,255,0.23427724838256836
Greedy,2,0.37,0,12,75.32923220225936,39,69.91409960621517,41,257,0.21953296661376953
Greedy,2,0.37,0,12,77.12131833504723,41,72.67976109276191,43,271,0.2718958854675293
Greedy,2,0.37,0,12,81.13342683026495,43,76.69364983092927,45,191,0.15774750709533691
Greedy,2,0.37,0,12,79.76835189733377,42,74.9797803783453,44,260,0.23971319198608398
Greedy,2,0.37,0,12,79.5018545431354,42,74.55649427941051,44,329,0.35161352157592773
Greedy,2,0.37,0,12,92.42572440917863,49,87.19480017585336,51,220,0.2233877182006836
Greedy,2,0.37,0,12,86.20558362973847,46,78.09117160880086,48,414,0.4367365837097168
Greedy,2,0.37,0,12,75.44378878749923,40,69.69758046286678,42,301,0.290020227432251
Greedy,2,0.37,0,12,85.28289032098895,46,78.06838787671292,48,346,0.3621811866760254
Greedy,2,0.37,0,12,82.07819211262208,43,74.31864073495224,45,268,0.2574281692504883
Greedy,2,0.37,0,12,81.37385471978108,43,72.76437251484731,45,369,0.3899686336517334
Greedy,2,0.37,0,12,89.78393852350321,47,84.18950214444898,49,307,0.28951096534729004
Greedy,2,0.37,0,12,96.15285040442899,50,88.27497446568941,52,436,0.41621923446655273
