Type,Step Size,Goal Bias,Spacing,Steepness,Path Length,Path Nodes,Smooth Length,Smooth Nodes,Total Nodes,Time Taken,Obstacles
Spaced,2,0,0.5,12,110.71653556031502,62,99.06072891123391,64,2069,7.5927817821502686,19
Greedy,2,0.37,0,12,107.29680250751619,62,96.57639822602073,64,1770,4.72679591178894,19
Speedy,2,0.37,0.5,12,99.5504936654241,53,91.98872841687906,55,499,2.14953875541687,19
Normal,2,0,0,12,113.93309941466809,62,99.52257653422593,64,1750,4.307994604110718,19
Spaced,2,0,0.5,12,110.91438412773354,65,96.69832434780062,67,3372,14.889694452285767,19
Greedy,2,0.37,0,12,92.8458205515247,51,84.63766760570105,53,531,1.489851474761963,19
Speedy,2,0.37,0.5,12,105.74801749771764,61,97.69466834427564,63,1617,6.424184322357178,19
Normal,2,0,0,12,92.2853245734086,49,87.15045726530569,51,656,1.6554155349731445,19
Spaced,2,0,0.5,12,98.78810747865887,59,89.07870629043659,61,1952,7.294646263122559,19
Greedy,2,0.37,0,12,104.78834320900229,63,97.66925365407367,65,2721,8.866760969161987,19
Speedy,2,0.37,0.5,12,105.24175709477723,63,96.74394054001792,65,2148,9.748555421829224,19
Normal,2,0,0,12,106.1095684475133,63,98.39178823289967,65,1638,3.662000894546509,19
Spaced,2,0,0.5,12,103.1259833040802,57,93.42485844264556,59,774,2.628103256225586,19
Greedy,2,0.37,0,12,103.10120945371469,54,94.06618793450642,56,382,0.9458487033843994,19
Speedy,2,0.37,0.5,12,108.545287119838,63,98.92339770545124,65,2542,12.14433765411377,19
Normal,2,0,0,12,106.44265552423475,66,95.7088894548711,68,2546,6.912032842636108,19
Spaced,2,0,0.5,12,105.43643323424311,58,93.84407306341795,60,1606,5.402665376663208,19
Greedy,2,0.37,0,12,102.42817346315354,60,91.87177213972807,62,1335,3.373771905899048,19
Speedy,2,0.37,0.5,12,111.25208207009202,68,100.96710987874529,70,3072,15.275896787643433,19
Normal,2,0,0,12,107.51351176483901,60,97.82348996592835,62,1500,3.253401041030884,19
Spaced,2,0,0.5,12,93.78193020198958,53,87.76262441027926,55,1083,3.9534714221954346,19
Greedy,2,0.37,0,12,107.98421377980124,64,100.89131042824062,66,2696,8.599873542785645,19
Speedy,2,0.37,0.5,12,105.49109581497405,61,94.96245411123877,63,1443,5.891669750213623,19
Normal,2,0,0,12,93.46804431380306,52,84.70702324047002,54,1310,2.9064605236053467,19
Spaced,2,0,0.5,12,105.10387843983676,59,96.7193037323465,61,1163,3.857529401779175,19
Greedy,2,0.37,0,12,110.28403782491561,63,100.68824165159995,65,2359,7.1173460483551025,19
Speedy,2,0.37,0.5,12,100.43208048421909,56,91.2969330172185,58,721,3.1160497665405273,19
Normal,2,0,0,12,110.66118911264343,63,99.51258765604385,65,2942,8.223756313323975,19
Spaced,2,0,0.5,12,106.52499466904007,58,95.17788624892418,60,647,2.1037721633911133,19
Greedy,2,0.37,0,12,103.41317898680349,62,94.18269070464046,64,2478,7.450997829437256,19
Speedy,2,0.37,0.5,12,103.50795436598074,60,95.69331064278084,62,2195,10.215680122375488,19
Normal,2,0,0,12,101.53648816098767,62,93.54403795340045,64,3989,12.280356407165527,19
Spaced,2,0,0.5,12,101.55073599792684,59,90.83093930488761,61,2280,8.55202865600586,19
Greedy,2,0.37,0,12,92.72401599846326,52,85.5607690914386,54,478,1.303959846496582,19
Speedy,2,0.37,0.5,12,94.5645734568941,53,85.58142015994241,55,922,3.1642940044403076,19
Normal,2,0,0,12,107.0737090827297,63,94.98105948112978,65,2747,7.4290854930877686,19
Spaced,2,0,0.5,12,99.12370793349817,59,91.26101972432305,61,1723,6.1236560344696045,19
Greedy,2,0.37,0,12,97.43307237867755,56,90.75815111247752,58,1619,4.213451623916626,19
Speedy,2,0.37,0.5,12,99.75621450033586,53,92.17293775438954,55,482,2.1025195121765137,19
Normal,2,0,0,12,109.45531253718792,60,96.85167066672489,62,2623,6.773087978363037,19
Spaced,2,0,0.5,12,96.35543084606394,55,88.59467857550182,57,1700,5.724354267120361,19
Greedy,2,0.37,0,12,108.13575431448076,64,99.15324303492886,66,3420,12.12081527709961,19
Speedy,2,0.37,0.5,12,110.10225152144218,64,98.272044680754,66,1805,7.698305606842041,19
Normal,2,0,0,12,113.75351867430346,64,103.67966379610279,66,1824,4.488517999649048,19
Spaced,2,0,0.5,12,102.0304180609405,55,92.67574336615795,57,1120,3.657668113708496,19
Greedy,2,0.37,0,12,89.4540352376811,49,82.35910372152217,51,491,1.2304368019104004,19
Speedy,2,0.37,0.5,12,92.3821537028674,50,84.44741414401985,52,478,2.000088691711426,19
Normal,2,0,0,12,111.22649867775077,68,98.95045839748465,70,3029,8.611146450042725,19
Spaced,2,0,0.5,12,98.28218877454177,55,91.7741349894582,57,2385,9.111631631851196,19
Greedy,2,0.37,0,12,103.48301548449174,57,95.30068069881796,59,1210,3.1181282997131348,19
Speedy,2,0.37,0.5,12,113.28294162133066,69,103.1836385508065,71,4147,23.941163778305054,19
Normal,2,0,0,12,103.78285618405606,56,97.19169078285626,58,1897,4.764131546020508,19
Spaced,2,0,0.5,12,101.85054994587568,55,94.11191757977767,57,3091,12.155539512634277,19
Greedy,2,0.37,0,12,92.37915094124021,55,85.22045107677295,57,2004,5.417164087295532,19
Speedy,2,0.37,0.5,12,95.16094394653905,52,87.77430577491982,54,583,2.1595027446746826,19
Normal,2,0,0,12,111.51956703631534,62,100.1828159753821,64,1796,4.299227237701416,19
Spaced,2,0,0.5,12,102.85837267943873,59,92.39094600815646,61,1387,4.741574287414551,19
Greedy,2,0.37,0,12,109.55174585112817,65,99.31554943227931,67,2506,7.557098627090454,19
Speedy,2,0.37,0.5,12,104.0618673567257,60,96.30993832979235,62,1810,7.728870153427124,19
Normal,2,0,0,12,108.59485791977042,62,95.31497902073527,64,1308,2.872582197189331,19
Spaced,2,0,0.5,12,103.01786641494704,59,92.37586878791824,61,1048,3.4171128273010254,19
Greedy,2,0.37,0,12,108.16920811616228,66,98.41130019035744,68,2784,9.083491325378418,19
Speedy,2,0.37,0.5,12,91.37147612723656,53,85.0031898001389,55,1367,5.493000745773315,19
Normal,2,0,0,12,115.22261419466247,69,104.87540564498603,71,3512,10.794999361038208,19
Spaced,2,0,0.5,12,96.49387993193896,54,86.92921256708887,56,1742,6.009450197219849,19
Greedy,2,0.37,0,12,107.7245266807528,67,95.76078462696661,69,2738,8.544595003128052,19
Speedy,2,0.37,0.5,12,103.00725054477161,53,93.87152862964514,55,480,1.8526785373687744,19
Normal,2,0,0,12,104.51032540131435,60,94.65663712158215,62,2747,7.288569450378418,19
Spaced,2,0,0.5,12,107.71549118935486,63,95.63565073860612,65,1799,6.505972146987915,19
Greedy,2,0.37,0,12,100.7350637132756,54,92.2353601215774,56,1277,3.2638802528381348,19
Speedy,2,0.37,0.5,12,108.0664669497593,61,97.84074411123605,63,1493,6.479405164718628,19
Normal,2,0,0,12,112.94818815516003,69,99.6829539470175,71,2694,7.164975643157959,19
Spaced,2,0,0.5,12,118.83774397480688,70,106.66743853442684,72,2353,8.83719539642334,19
Greedy,2,0.37,0,12,108.42206246647592,65,99.76900612611212,67,2985,9.854898691177368,19
Speedy,2,0.37,0.5,12,107.17520346016735,61,95.51434348226515,63,1121,4.498369932174683,19
Normal,2,0,0,12,106.24137183173313,58,99.5664206641581,60,1860,4.693821668624878,19
Spaced,2,0,0.5,12,108.24703586053907,60,101.11276127783276,62,1742,6.6053876876831055,19
Greedy,2,0.37,0,12,96.82064334821207,51,84.41287861282024,53,439,1.0535180568695068,19
Speedy,2,0.37,0.5,12,96.44562556487723,57,89.97722503102665,59,2055,9.421066522598267,19
Normal,2,0,0,12,111.23826858833779,68,99.78541540959989,70,5559,21.060157537460327,19
Spaced,2,0,0.5,12,87.95039655679119,47,82.88102316935836,49,1629,5.596813201904297,19
Greedy,2,0.37,0,12,106.31609910664022,58,97.57262183624275,60,422,1.1789603233337402,19
Speedy,2,0.37,0.5,12,106.40113953893142,59,96.78686971410956,61,1332,5.33226466178894,19
Normal,2,0,0,12,105.9799188866395,60,96.37796669046855,62,1480,3.4251911640167236,19
Spaced,2,0,0.5,12,95.77443161506811,49,90.1943148402529,51,378,1.424077033996582,19
Greedy,2,0.37,0,12,99.62817756680764,54,89.34101625356827,56,681,1.5715124607086182,19
Speedy,2,0.37,0.5,12,95.05513600630849,52,89.40973608283022,54,851,3.247854232788086,19
Normal,2,0,0,12,102.28159629854613,63,94.84935600001084,65,2230,5.54179835319519,19
Spaced,2,0,0.5,12,103.78548157609487,60,92.9942647617508,62,2188,8.250566959381104,19
Greedy,2,0.37,0,12,105.95783335467118,59,97.1183131506271,61,1542,3.8599116802215576,19
Speedy,2,0.37,0.5,12,93.67054995585431,54,85.11092312295271,56,1863,7.845142841339111,19
Normal,2,0,0,12,98.2799848248,54,85.87291011214396,56,1788,4.316607475280762,19
Spaced,2,0,0.5,12,109.37722487213671,65,98.8280624212169,67,3129,12.744818449020386,19
Greedy,2,0.37,0,12,111.9748346790074,66,101.17336301572311,68,2810,9.184112310409546,19
Speedy,2,0.37,0.5,12,101.42680254215159,57,97.14903835088418,59,2510,11.154580116271973,19
Normal,2,0,0,12,95.22413876775411,53,85.33866483821899,55,2396,6.257410287857056,19
Spaced,2,0,0.5,12,99.38475728678007,56,91.83465438609646,58,2201,7.8762218952178955,19
Greedy,2,0.37,0,12,101.2064094405604,52,91.06829808803842,54,591,1.4690570831298828,19
Speedy,2,0.37,0.5,12,96.90883047422261,54,89.364867646163,56,1617,6.514560222625732,19
Normal,2,0,0,12,111.89944456467671,68,102.4639207619976,70,4365,14.906525373458862,19
Spaced,2,0,0.5,12,96.18371067697298,52,88.13188173872517,54,1329,4.479377508163452,19
Greedy,2,0.37,0,12,102.50681202249336,55,94.68971113695235,57,882,2.4136760234832764,19
Speedy,2,0.37,0.5,12,108.13947005175089,64,94.24707350039243,66,1731,7.273929595947266,19
Normal,2,0,0,12,105.51158728663349,59,95.25823683303075,61,2913,7.963782072067261,19
Spaced,2,0,0.5,12,100.9206419967032,56,92.48751842824596,58,1771,6.314786911010742,19
Greedy,2,0.37,0,12,108.85090796870615,58,100.01736269316109,60,738,1.8931643962860107,19
Speedy,2,0.37,0.5,12,96.91933875490385,58,90.4742913063262,60,1816,7.743170261383057,19
Normal,2,0,0,12,106.74690273421635,57,99.45601943131673,59,894,1.8975152969360352,19
Spaced,2,0,0.5,12,114.75774435968056,72,103.38886477866002,74,3603,16.30815052986145,19
Greedy,2,0.37,0,12,93.34427363619643,55,87.93150685909931,57,1891,5.363626956939697,19
Speedy,2,0.37,0.5,12,94.76235985054831,53,85.84360794325102,55,805,3.247497081756592,19
Normal,2,0,0,12,102.43278986257744,55,95.83897463526566,57,1751,4.109180212020874,19
Spaced,2,0,0.5,12,97.94707657082247,54,91.31174710602934,56,911,3.1488568782806396,19
Greedy,2,0.37,0,12,98.83985598259402,53,89.63341641549823,55,548,1.3375160694122314,19
Speedy,2,0.37,0.5,12,101.15871100532665,59,93.88087334822599,61,2727,13.511749029159546,19
Normal,2,0,0,12,100.79052469280954,58,91.0217360692285,60,1918,4.797736644744873,19
Spaced,2,0,0.5,12,104.17666314494049,63,94.47299425387178,65,2606,10.051098108291626,19
Greedy,2,0.37,0,12,105.64474425573681,66,96.38346622981254,68,2375,7.077389478683472,19
Speedy,2,0.37,0.5,12,105.64141680498302,60,96.24925002351318,62,1697,6.685138463973999,19
Normal,2,0,0,12,104.69494736409655,64,98.43521190362078,66,4356,15.00070858001709,19
Spaced,2,0,0.5,12,98.59988559387924,59,89.13673856627466,61,2802,11.190723657608032,19
Greedy,2,0.37,0,12,92.51349598731942,49,83.65687413524246,51,573,1.415395975112915,19
Speedy,2,0.37,0.5,12,108.0072817353335,59,99.60598363287725,61,762,3.166199207305908,19
Normal,2,0,0,12,101.27802204410922,53,92.16171081827476,55,1164,2.70698618888855,19
Spaced,2,0,0.5,12,96.81423563609498,53,87.63147008869274,55,1242,3.970902919769287,19
Greedy,2,0.37,0,12,106.29057512767268,63,94.412308874656,65,1940,5.37555193901062,19
Speedy,2,0.37,0.5,12,98.8630589259842,53,91.49900476721471,55,670,2.6290805339813232,19
Normal,2,0,0,12,109.0258958819058,65,100.41837047084607,67,3416,10.372200965881348,19
Spaced,2,0,0.5,12,94.82133147141649,51,87.10174274320303,53,2529,10.026041030883789,19
Greedy,2,0.37,0,12,96.71074581154882,54,87.06932032647696,56,775,1.728860855102539,19
Speedy,2,0.37,0.5,12,99.71264880687357,56,94.07864571279345,58,1402,5.887021064758301,19
Normal,2,0,0,12,92.29630831260248,51,83.95598932395002,53,1895,4.583148002624512,19
Spaced,2,0,0.5,12,101.515960605839,56,92.12287116765889,58,1167,3.7750372886657715,19
Greedy,2,0.37,0,12,112.12528994396968,60,101.71523052193344,62,631,1.7133381366729736,19
Speedy,2,0.37,0.5,12,101.04486514987408,58,93.86820826461414,60,1607,6.588224172592163,19
Normal,2,0,0,12,121.57478684259954,74,108.14733464678922,76,5586,21.38761258125305,19
Spaced,2,0,0.5,12,99.36159803172598,55,88.72359814423295,57,1710,6.244305849075317,19
Greedy,2,0.37,0,12,106.66949067669945,63,100.17124903866629,65,2465,7.490354299545288,19
Speedy,2,0.37,0.5,12,87.46683325336326,46,80.53134717960614,48,366,1.45381760597229,19
Normal,2,0,0,12,101.8533625224808,61,92.9754224582959,63,3072,8.54817509651184,19
Spaced,2,0,0.5,12,93.44981142727546,53,88.50147799767618,55,1243,4.378894329071045,19
Greedy,2,0.37,0,12,108.18981924642344,67,96.646014566648,69,3667,13.365862846374512,19
Speedy,2,0.37,0.5,12,98.29107688162387,59,93.09141378403183,61,1984,8.559172630310059,19
Normal,2,0,0,12,105.00902055816356,63,94.6962915564638,65,4089,12.727121353149414,19
Spaced,2,0,0.5,12,101.48175120572428,55,93.16169983134304,57,677,2.4864368438720703,19
Greedy,2,0.37,0,12,95.76147469639912,52,88.84595501478842,54,804,1.8733477592468262,19
Speedy,2,0.37,0.5,12,98.63937353548036,52,91.28032994619876,54,648,2.5726535320281982,19
Normal,2,0,0,12,100.37322945697008,53,89.68300131092371,55,1348,3.15984845161438,19
Spaced,2,0,0.5,12,111.57916808412944,61,100.40087380440937,63,1272,4.221384286880493,19
Greedy,2,0.37,0,12,90.66963144638247,49,85.64444450135645,51,436,1.0500993728637695,19
Speedy,2,0.37,0.5,12,107.88098630030562,63,97.60140161189922,65,2071,8.728007793426514,19
Normal,2,0,0,12,109.81162882103415,67,99.11308892729348,69,2031,5.100707054138184,19
Spaced,2,0,0.5,12,99.76430243517639,60,90.75756877845038,62,1891,6.820257186889648,19
Greedy,2,0.37,0,12,113.74250867069367,68,103.19193160643266,70,3214,11.114842414855957,19
Speedy,2,0.37,0.5,12,106.80584533864405,58,97.98263587087291,60,551,2.391022205352783,19
Normal,2,0,0,12,87.85928160476006,47,82.20478907843793,49,1924,4.6183390617370605,19
Spaced,2,0,0.5,12,111.25555552267483,63,97.07029009159284,65,3318,13.80362343788147,19
Greedy,2,0.37,0,12,94.15233421642907,50,86.04751076680333,52,436,1.2360846996307373,19
Speedy,2,0.37,0.5,12,100.8888422817611,56,94.50876173721481,58,1916,8.406686544418335,19
Normal,2,0,0,12,96.73842746962289,52,87.1641927562924,54,493,1.2153408527374268,19
Spaced,2,0,0.5,12,97.08322455646831,54,88.34157897124881,56,1011,3.354473829269409,19
Greedy,2,0.37,0,12,107.80242657431539,59,97.31798603927024,61,660,1.7103259563446045,19
Speedy,2,0.37,0.5,12,100.57815026780344,58,90.53974864096698,60,2400,11.953011512756348,19
Normal,2,0,0,12,95.18689408994338,56,85.94495750134456,58,3295,9.439432382583618,19
Spaced,2,0,0.5,12,95.21558270313994,51,89.07923055117502,53,1074,3.866792917251587,19
Greedy,2,0.37,0,12,107.74494267830272,59,99.52311338918433,61,2334,7.11299729347229,19
Speedy,2,0.37,0.5,12,104.09121208012601,62,94.27387530692529,64,1821,8.51981806755066,19
Normal,2,0,0,12,107.37941811557356,62,95.24584640627299,64,3061,8.664442300796509,19
Spaced,2,0,0.5,12,101.18575380303159,59,92.1537185795492,61,2444,9.957221031188965,19
Greedy,2,0.37,0,12,100.7811261152975,60,92.2374905402385,62,1943,5.294710636138916,19
Speedy,2,0.37,0.5,12,105.75061366953857,65,97.67137450727013,67,2303,10.553475618362427,19
Normal,2,0,0,12,105.29765994518695,56,96.43555227954195,58,1027,2.2706966400146484,19
Spaced,2,0,0.5,12,89.50816614653485,49,82.45941751701749,51,1090,3.6084396839141846,19
Greedy,2,0.37,0,12,99.37294062906078,55,87.08944489713409,57,1393,3.5145187377929688,19
Speedy,2,0.37,0.5,12,102.03690526548888,57,95.46618788869483,59,1925,8.477408170700073,19
Normal,2,0,0,12,112.43916021042118,67,99.28519971428031,69,2718,7.4693052768707275,19
Spaced,2,0,0.5,12,95.69027180923935,52,86.99720411491036,54,1798,6.481856822967529,19
Greedy,2,0.37,0,12,102.78504849033642,58,93.52981249851116,60,1269,3.1337361335754395,19
Speedy,2,0.37,0.5,12,97.1721528122554,53,88.9607924529195,55,716,3.0399012565612793,19
Normal,2,0,0,12,110.70830160123054,66,98.7389385434762,68,3860,12.319259643554688,19
Spaced,2,0,0.5,12,108.52791975460258,61,100.46742958023229,63,1478,4.8633880615234375,19
Greedy,2,0.37,0,12,93.93057573412153,49,84.7919612390456,51,591,1.296140432357788,19
Speedy,2,0.37,0.5,12,92.57250157238168,50,86.78411276225441,52,288,1.0792078971862793,19
Normal,2,0,0,12,103.28375202235456,61,92.29528188425981,63,2521,6.556954383850098,19
Spaced,2,0,0.5,12,99.40180841359755,54,90.74813335872555,56,2407,9.17842721939087,19
Greedy,2,0.37,0,12,99.05140728675653,56,91.81809018879623,58,1708,4.426696300506592,19
Speedy,2,0.37,0.5,12,102.91218873961134,62,92.49875602704884,64,1632,7.097841739654541,19
Normal,2,0,0,12,102.26772363534323,55,93.90721262938261,57,2018,4.906240224838257,19
Spaced,2,0,0.5,12,100.95202284525448,59,93.49701906084941,61,3160,12.775962829589844,19
Greedy,2,0.37,0,12,89.55449682769822,47,83.96723567410274,49,445,1.0813703536987305,19
Speedy,2,0.37,0.5,12,105.00376666335262,65,94.98135587131594,67,2145,9.669622421264648,19
Normal,2,0,0,12,99.2390629739414,64,88.67446103033494,66,3692,11.367839336395264,19
Spaced,2,0,0.5,12,105.3689770257044,57,94.3004009340237,59,2629,10.313260316848755,19
Greedy,2,0.37,0,12,115.57115130143669,65,103.65169455594823,67,2035,6.012887716293335,19
Speedy,2,0.37,0.5,12,102.29873541341583,57,94.06129825225607,59,1317,5.0233001708984375,19
Normal,2,0,0,12,101.08614118642973,55,91.22623814215073,57,1795,4.381688833236694,19
Spaced,2,0,0.5,12,97.33892918633335,54,87.47308055928454,56,899,2.9907171726226807,19
Greedy,2,0.37,0,12,97.18968942307231,52,87.75401580921294,54,593,1.4306037425994873,19
Speedy,2,0.37,0.5,12,98.99455413614922,55,91.88484395419188,57,1532,6.246562719345093,19
Normal,2,0,0,12,100.28285651150642,57,91.5273683418683,59,2853,7.9100141525268555,19
Spaced,2,0,0.5,12,89.96482594902857,49,84.17082976378839,51,422,1.6828951835632324,19
Greedy,2,0.37,0,12,109.2838677107845,65,99.85476978858698,67,2636,8.214574098587036,19
Speedy,2,0.37,0.5,12,102.2113491474797,60,95.56148701308204,62,2186,9.249385595321655,19
Normal,2,0,0,12,107.14948750657803,63,98.22820663709257,65,3512,10.855259418487549,19
Spaced,2,0,0.5,12,108.45462439645074,65,95.34105421519358,67,3255,14.057739496231079,19
Greedy,2,0.37,0,12,98.18480767406209,52,91.37894563896779,54,762,1.812147855758667,19
Speedy,2,0.37,0.5,12,99.94231319988116,54,90.15814709329356,56,814,3.0294530391693115,19
Normal,2,0,0,12,107.216758238433,58,96.06519759723278,60,771,1.915440320968628,19
Spaced,2,0,0.5,12,112.20028858135308,62,98.86378441555841,64,1898,6.186749696731567,19
Greedy,2,0.37,0,12,98.83022725926604,54,90.6404451495038,56,1093,2.582709312438965,19
Speedy,2,0.37,0.5,12,95.42722803896073,50,89.41745490444245,52,567,2.5596959590911865,19
Normal,2,0,0,12,113.73702896168207,70,100.2176076158135,72,3372,10.318987369537354,19
Spaced,2,0,0.5,12,98.55076495486547,54,89.16470997993086,56,1441,4.560981273651123,19
Greedy,2,0.37,0,12,98.43217582940832,58,91.47274095829081,60,1404,3.631014585494995,19
Speedy,2,0.37,0.5,12,91.5755119241408,50,85.73176363286481,52,994,3.7613401412963867,19
Normal,2,0,0,12,112.17742187065592,69,99.76680245019354,71,4973,17.955368757247925,19
Spaced,2,0,0.5,12,105.98328754422342,57,95.82423608929143,59,1884,6.7636988162994385,19
Greedy,2,0.37,0,12,108.36907186725017,58,101.11448876957677,60,609,1.4893176555633545,19
Speedy,2,0.37,0.5,12,96.28251651244366,51,89.23786200738907,53,886,3.3742029666900635,19
Normal,2,0,0,12,101.11318647160724,53,94.34909217894946,55,642,1.503053903579712,19
Spaced,2,0,0.5,12,95.5702225291616,53,87.90062434590367,55,1423,4.7071990966796875,19
Greedy,2,0.37,0,12,114.12796734530039,66,101.48503886733005,68,2822,9.1824791431427,19
Speedy,2,0.37,0.5,12,97.22844786862116,53,90.23999934888606,55,760,2.913350820541382,19
Normal,2,0,0,12,97.79660306921,54,89.94668442475594,56,1529,3.395312547683716,19
Spaced,2,0,0.5,12,105.6365843428627,61,94.87134368719052,63,2419,9.687997579574585,19
Greedy,2,0.37,0,12,100.8499614042624,62,93.070558174144,64,1679,4.533730745315552,19
Speedy,2,0.37,0.5,12,110.2556981980967,59,100.44836981424638,61,506,2.1169798374176025,19
Normal,2,0,0,12,106.1769652285647,62,96.65553823516683,64,3759,11.518582820892334,19
Spaced,2,0,0.5,12,100.06302120474888,59,93.5508027476113,61,1802,6.192118883132935,19
Greedy,2,0.37,0,12,103.19199690787163,56,91.35230082406633,58,1190,3.217653751373291,19
Speedy,2,0.37,0.5,12,91.89888747959088,50,83.4050363543227,52,737,2.531001567840576,19
Normal,2,0,0,12,106.1677843827664,60,96.96486582354525,62,2638,7.261749982833862,19
Spaced,2,0,0.5,12,95.62305029806564,54,86.98799818895569,56,1479,4.965624094009399,19
Greedy,2,0.37,0,12,107.46382852362082,61,97.53005114914993,63,2772,8.710700273513794,19
Speedy,2,0.37,0.5,12,91.54667424038156,52,82.79654881765323,54,414,1.6346096992492676,19
Normal,2,0,0,12,102.41079794130168,54,93.80830377164733,56,1046,2.2697572708129883,19
Spaced,2,0,0.5,12,96.19995082371928,54,87.65258939353816,56,1708,5.436528444290161,19
Greedy,2,0.37,0,12,111.85168719148433,71,101.23043671579629,73,3382,11.605118989944458,19
Speedy,2,0.37,0.5,12,100.50727936200849,56,91.55355076034967,58,1967,8.82775330543518,19
Normal,2,0,0,12,107.17944779078879,66,96.98223871669678,68,3958,12.521373987197876,19
Spaced,2,0,0.5,12,103.35802282327828,61,94.72878542701365,63,2660,10.48606562614441,19
Greedy,2,0.37,0,12,108.68870730701495,63,100.32753591016574,65,2111,6.134354114532471,19
Speedy,2,0.37,0.5,12,106.11994540708042,62,96.31490760621246,64,1277,4.9627814292907715,19
Normal,2,0,0,12,99.74959603542067,55,90.39210455986537,57,1508,3.690061330795288,19
Spaced,2,0,0.5,12,95.87688797817628,52,90.43331926122659,54,500,1.6715896129608154,19
Greedy,2,0.37,0,12,113.14799573049802,75,103.74278233312079,77,2564,7.7533533573150635,19
Speedy,2,0.37,0.5,12,105.88099299278504,59,95.52720249333268,61,1363,5.391340255737305,19
Normal,2,0,0,12,107.8783810568302,58,99.85113133912239,60,819,1.7513253688812256,19
Spaced,2,0,0.5,12,106.2102723967497,60,95.81363302285273,62,1182,3.6469571590423584,19
Greedy,2,0.37,0,12,111.78814311276098,65,103.91702545287595,67,2303,6.533010959625244,19
Speedy,2,0.37,0.5,12,108.30967251383967,63,99.62635756404491,65,1500,6.594514608383179,19
Normal,2,0,0,12,97.31709597263048,53,88.89737876632758,55,822,1.9094223976135254,19
Spaced,2,0,0.5,12,103.94434287842907,56,94.87824502074947,58,614,2.2185556888580322,19
Greedy,2,0.37,0,12,111.15708295675466,66,101.61474700499653,68,2192,6.634385347366333,19
Speedy,2,0.37,0.5,12,109.3403818016664,68,97.68629280588566,70,2414,11.975731372833252,19
Normal,2,0,0,12,103.8477587418473,63,94.12254317849208,65,3082,8.782135009765625,19
Spaced,2,0,0.5,12,105.3699586441663,61,95.3679945454993,63,1850,6.71385645866394,19
Greedy,2,0.37,0,12,100.65242831198944,59,93.75973658752125,61,1935,5.208663463592529,19
Speedy,2,0.37,0.5,12,108.37615503008564,59,99.06382541127822,61,540,2.163722276687622,19
Normal,2,0,0,12,89.46568254064,50,83.86329631827476,52,1646,3.8881640434265137,19
Spaced,2,0,0.5,12,103.52102821224412,60,93.42104813290787,62,1899,7.269951820373535,19
Greedy,2,0.37,0,12,110.85022382637,72,97.58400877742167,74,2943,10.105722665786743,19
Speedy,2,0.37,0.5,12,103.09906369474727,61,90.94644352802156,63,2386,11.455673456192017,19
Normal,2,0,0,12,107.64117718615475,63,98.33672400138468,65,3611,11.536123275756836,19
Spaced,2,0,0.5,12,105.82235596478512,64,95.19014178131282,66,2894,11.58887505531311,19
Greedy,2,0.37,0,12,104.30706435652449,60,94.99904795321316,62,3018,10.358473300933838,19
Speedy,2,0.37,0.5,12,103.89214292924764,58,97.73599058187153,60,1847,7.598057985305786,19
Normal,2,0,0,12,94.84614993838775,55,87.22712824265405,57,2913,7.962759017944336,19
Spaced,2,0,0.5,12,91.52751823167753,53,85.58558182564896,55,1820,6.320085048675537,19
Greedy,2,0.37,0,12,99.85690148205384,56,91.56532818045466,58,2997,10.14323353767395,19
Speedy,2,0.37,0.5,12,104.04912246175151,62,96.94262241817081,64,2724,13.220296621322632,19
Normal,2,0,0,12,99.73528209634661,59,89.80871159500944,61,2557,6.670942544937134,19
Spaced,2,0,0.5,12,104.87771830280968,60,93.94149280656536,62,1973,6.840319871902466,19
Greedy,2,0.37,0,12,102.05143831500637,53,92.68863369123252,55,1105,2.8881943225860596,19
Speedy,2,0.37,0.5,12,102.19130904795497,61,92.99858491398714,63,2795,13.285232543945312,19
Normal,2,0,0,12,113.04051314157778,68,102.96151511874457,70,4614,15.644383907318115,19
Spaced,2,0,0.5,12,99.04957948922842,54,90.58115881023654,56,1266,4.300990343093872,19
Greedy,2,0.37,0,12,111.53025774998665,62,102.0451725999578,64,2215,6.365544557571411,19
Speedy,2,0.37,0.5,12,90.24756280391738,47,82.27409527663352,49,448,1.783064603805542,19
Normal,2,0,0,12,101.12338799865773,59,93.15823095730627,61,2992,8.388599157333374,19
Spaced,2,0,0.5,12,101.94241508090958,57,96.35896654805998,59,2474,9.208890199661255,19
Greedy,2,0.37,0,12,97.84564060448616,54,90.39973045312206,56,580,1.3400287628173828,19
Speedy,2,0.37,0.5,12,97.932044032773,54,89.49538872894878,56,649,2.5992000102996826,19
Normal,2,0,0,12,94.38008186668733,53,85.37196973417383,55,1120,2.591592311859131,19
Spaced,2,0,0.5,12,92.08881224588002,52,86.44492660489595,54,823,2.653472423553467,19
Greedy,2,0.37,0,12,111.54283243784977,58,104.23057688092887,60,818,2.070387363433838,19
Speedy,2,0.37,0.5,12,106.03618630539115,64,94.18164235938119,66,2117,9.32540774345398,19
Normal,2,0,0,12,106.06047520937956,60,98.84572814933341,62,2241,5.480460166931152,19
Spaced,2,0,0.5,12,91.76489981404957,48,86.07779245584545,50,475,1.6221585273742676,19
Greedy,2,0.37,0,12,109.45150345477754,64,97.26447512759218,66,1948,5.729966402053833,19
Speedy,2,0.37,0.5,12,111.77143051721215,60,102.93324178855578,62,564,2.316586494445801,19
