Type,Step Size,Goal Bias,Spacing,Steepness,Path Length,Path Nodes,Smooth Length,Smooth Nodes,Total Nodes,Time Taken
Normal,2,0.0,0,12,52.00000000000001,27,49.80522513898512,29,81,0.04151439666748047
Normal,2,0.0,0,12,48.0,25,45.05868316438745,27,157,0.10630249977111816
Normal,2,0.0,0,12,48.0,25,44.62913327539568,27,79,0.03752422332763672
Normal,2,0.0,0,12,51.40522904723202,27,47.96372430202756,29,83,0.03754067420959473
Normal,2,0.0,0,12,45.285147662633555,24,42.186875137918236,26,130,0.0696570873260498
Normal,2,0.0,0,12,42.0,22,40.21876347648139,24,85,0.03414797782897949
Normal,2,0.0,0,12,43.48169945672731,23,41.470978728472495,25,101,0.04664301872253418
Normal,2,0.0,0,12,47.847820869297024,26,44.25416626256021,28,447,0.31761622428894043
Normal,2,0.0,0,12,49.47324987585887,26,45.09220250417783,28,71,0.030004501342773438
Normal,2,0.0,0,12,49.99999999999999,26,47.83684849587752,28,78,0.03201794624328613
Normal,2,0.0,0,12,50.18112159588741,27,45.54350501688499,29,254,0.14091014862060547
Normal,2,0.0,0,12,50.0,26,45.745196737418766,28,65,0.028123855590820312
Normal,2,0.0,0,12,45.999999999999986,24,42.69362384373711,26,71,0.030295133590698242
Normal,2,0.0,0,12,45.61769273876171,24,43.57729624373383,26,180,0.0878446102142334
Normal,2,0.0,0,12,48.756226487490196,26,44.83350643204349,28,207,0.1295938491821289
Normal,2,0.0,0,12,51.55713279779265,27,46.134056512732,29,88,0.0363924503326416
Normal,2,0.0,0,12,59.41524758739856,32,56.05981443354734,34,341,0.20947480201721191
Normal,2,0.0,0,12,43.700013677942664,24,42.0890699475984,26,542,0.3801448345184326
Normal,2,0.0,0,12,49.764575483422426,26,45.79442849332481,28,249,0.1474759578704834
Normal,2,0.0,0,12,45.72450530948881,24,41.9404311978575,26,141,0.06642031669616699
Normal,2,0.0,0,12,49.79625537507585,28,46.11745422798372,30,389,0.22329044342041016
Normal,2,0.0,0,12,44.0,23,40.76954865249788,25,53,0.0250089168548584
Normal,2,0.0,0,12,53.99999999999999,28,49.828024362587364,30,139,0.08261537551879883
Normal,2,0.0,0,12,46.0,24,42.29345333836982,26,71,0.03267216682434082
Normal,2,0.0,0,12,48.870369812170765,26,43.628215222411555,28,177,0.09716272354125977
Normal,2,0.0,0,12,42.35669461720746,23,38.95695522092109,25,604,0.4266369342803955
Normal,2,0.0,0,12,50.32007905314404,28,47.323837553418336,30,650,0.47771501541137695
Normal,2,0.0,0,12,55.23502362604283,29,48.84450783736949,31,185,0.09909772872924805
Normal,2,0.0,0,12,48.070158807939755,26,44.554119058408794,28,343,0.20525860786437988
Normal,2,0.0,0,12,44.0,23,41.39514400520846,25,74,0.036611318588256836
Normal,2,0.0,0,12,42.0,22,39.941087396526335,24,62,0.026660442352294922
Normal,2,0.0,0,12,48.876227223777164,26,45.28346165543461,28,97,0.053133249282836914
Normal,2,0.0,0,12,47.61671925511516,25,44.33287366671646,27,210,0.11459183692932129
Normal,2,0.0,0,12,46.97477564022761,25,42.38639558987978,27,69,0.029473066329956055
Normal,2,0.0,0,12,51.25737548779231,27,47.99395293812098,29,141,0.08050131797790527
Normal,2,0.0,0,12,53.55316151911847,29,50.62853382956008,31,295,0.19794559478759766
Normal,2,0.0,0,12,53.53344535786696,30,48.74175102947328,32,1200,1.1260013580322266
Normal,2,0.0,0,12,45.30233729368102,24,41.59459177261356,26,75,0.034209251403808594
Normal,2,0.0,0,12,43.36737832464766,23,39.332849210738736,25,69,0.03331804275512695
Normal,2,0.0,0,12,46.01800382260507,25,43.264638530236645,27,316,0.1939079761505127
Normal,2,0.0,0,12,51.99999999999999,27,49.6862912795535,29,78,0.03447675704956055
Normal,2,0.0,0,12,48.822795450856354,26,45.751371316027594,28,482,0.3325529098510742
Normal,2,0.0,0,12,44.620361181793605,24,41.72994863880419,26,149,0.09098410606384277
Normal,2,0.0,0,12,44.0,23,42.163431047533905,25,143,0.06801128387451172
Normal,2,0.0,0,12,51.34173022451912,28,47.44341098972472,30,203,0.10830855369567871
Normal,2,0.0,0,12,49.41082689861844,26,46.02629803487377,28,163,0.08191847801208496
Normal,2,0.0,0,12,48.0,25,45.305995462780196,27,83,0.03477120399475098
Normal,2,0.0,0,12,52.0,27,47.79062182533975,29,60,0.02202773094177246
Normal,2,0.0,0,12,48.889704805910604,26,44.90842330390524,28,358,0.22048020362854004
Normal,2,0.0,0,12,52.686075400637655,28,47.592368705104775,30,160,0.09032845497131348
Normal,2,0.0,0,12,49.99999999999999,26,47.308418223113094,28,107,0.056037187576293945
Normal,2,0.0,0,12,41.99999999999999,22,39.34633969807332,24,69,0.028479337692260742
Normal,2,0.0,0,12,53.55195193523004,28,49.28637969994538,30,726,0.5285606384277344
Normal,2,0.0,0,12,48.2335673515259,26,44.419965959927026,28,179,0.09466886520385742
Normal,2,0.0,0,12,54.29290515174809,29,50.87682537669116,31,75,0.032233238220214844
Normal,2,0.0,0,12,51.99999999999999,27,49.70714259730612,29,74,0.03080153465270996
Normal,2,0.0,0,12,47.99999999999999,25,45.202819592814784,27,58,0.02531266212463379
Normal,2,0.0,0,12,54.0,28,49.58115192104391,30,61,0.025201082229614258
Normal,2,0.0,0,12,45.09899751585459,24,43.035273428795065,26,157,0.07941460609436035
Normal,2,0.0,0,12,48.643219443505714,26,44.79965637190728,28,104,0.04938626289367676
Normal,2,0.0,0,12,51.50725586954175,27,48.604392346081355,29,132,0.06756591796875
Normal,2,0.0,0,12,42.66761325449131,23,40.14070167702885,25,104,0.05535459518432617
Normal,2,0.0,0,12,46.00000000000001,24,42.807985789286434,26,80,0.03203940391540527
Normal,2,0.0,0,12,52.20223719759149,29,46.530745497016866,31,1298,1.2259430885314941
Normal,2,0.0,0,12,41.14005046186841,22,39.16807599797579,24,226,0.13806939125061035
Normal,2,0.0,0,12,51.27285904955482,27,48.87858367510124,29,224,0.14002537727355957
Normal,2,0.0,0,12,51.64861670163365,28,47.64277743089627,30,164,0.09252476692199707
Normal,2,0.0,0,12,51.10679613383576,27,45.622657037036866,29,159,0.11138153076171875
Normal,2,0.0,0,12,41.8186746739284,24,39.90518520499149,26,1231,1.1778595447540283
Normal,2,0.0,0,12,45.431306448115045,24,42.4290204282822,26,103,0.05027890205383301
Normal,2,0.0,0,12,48.15210587643427,26,45.482694983492706,28,567,0.37384676933288574
Normal,2,0.0,0,12,47.67599198088973,25,44.352517610645464,27,82,0.03407549858093262
Normal,2,0.0,0,12,46.0,24,42.698686117678406,26,80,0.032099246978759766
Normal,2,0.0,0,12,47.99999999999999,25,46.304778239307716,27,106,0.06316375732421875
Normal,2,0.0,0,12,49.99999999999999,26,46.239701029775894,28,86,0.042511940002441406
Normal,2,0.0,0,12,49.99999999999998,26,46.291539597483464,28,67,0.030755281448364258
Normal,2,0.0,0,12,47.56159805025532,25,45.65334330483599,27,159,0.08591508865356445
Normal,2,0.0,0,12,49.04593132814642,26,44.8528628318874,28,382,0.2437150478363037
Normal,2,0.0,0,12,49.54230536044613,27,44.88398584038161,29,706,0.5254125595092773
Normal,2,0.0,0,12,45.99770299758808,25,43.33355050249148,27,228,0.12580513954162598
Normal,2,0.0,0,12,49.383642844863324,27,44.779393441381295,29,361,0.21578073501586914
Normal,2,0.0,0,12,48.0,25,42.977607760762126,27,105,0.04418468475341797
Normal,2,0.0,0,12,45.99999999999999,24,42.662382394834104,26,178,0.1302042007446289
Normal,2,0.0,0,12,49.313356814426584,26,46.48997810179369,28,150,0.07434272766113281
Normal,2,0.0,0,12,66.7327309300003,35,61.88087719628328,37,431,0.2856478691101074
Normal,2,0.0,0,12,71.67122774777852,37,64.5582659368362,39,417,0.26468992233276367
Normal,2,0.0,0,12,43.0868238221775,23,40.74893746890524,25,457,0.295351505279541
Normal,2,0.0,0,12,52.479160092518654,30,50.1029843142909,32,656,0.48130106925964355
Normal,2,0.0,0,12,55.23249295938783,30,52.456413822949315,32,409,0.26418519020080566
Normal,2,0.0,0,12,44.969968724254336,24,42.709673936602684,26,173,0.11094927787780762
Normal,2,0.0,0,12,50.78800673835797,27,45.880704586904734,29,199,0.11160516738891602
Normal,2,0.0,0,12,49.491211340253074,26,46.98215823085471,28,71,0.03434896469116211
Normal,2,0.0,0,12,56.00000000000001,29,51.879034442612074,31,103,0.047708988189697266
Normal,2,0.0,0,12,44.04801919609699,24,40.786735952752906,26,212,0.1124105453491211
Normal,2,0.0,0,12,57.88553559865812,31,54.84305002196006,33,273,0.16099333763122559
Normal,2,0.0,0,12,51.04166867684398,28,47.65100143573695,30,277,0.1647014617919922
Normal,2,0.0,0,12,46.94662288492422,28,44.76599689302776,30,616,0.4671051502227783
Normal,2,0.0,0,12,54.000000000000014,28,49.64320713778312,30,113,0.08554983139038086
Normal,2,0.0,0,12,51.6399113544065,27,47.4108916741609,29,141,0.06766033172607422
Normal,2,0.0,0,12,43.965148082984115,23,40.65532562542169,25,65,0.026881933212280273
Normal,2,0.0,0,12,43.99999999999999,23,42.09735274197894,25,94,0.04265403747558594
Normal,2,0.0,0,12,46.943555931991,25,41.49532131340653,27,553,0.3853740692138672
Normal,2,0.0,0,12,54.612957664304574,30,47.96771249610295,32,683,0.47772216796875
Normal,2,0.0,0,12,50.85891740375937,27,47.19004950427088,29,396,0.24692869186401367
Normal,2,0.0,0,12,50.446774875862445,28,47.11068152665701,30,1171,1.0671100616455078
Normal,2,0.0,0,12,46.534757214410746,26,44.19749093640155,28,501,0.3863847255706787
Normal,2,0.0,0,12,52.943009441982284,28,49.79509157291993,30,245,0.14455795288085938
Normal,2,0.0,0,12,47.99999999999999,25,44.51558930963066,27,103,0.0447545051574707
Normal,2,0.0,0,12,60.34388709325285,32,56.10309130939052,34,272,0.14903569221496582
Normal,2,0.0,0,12,48.865402693529205,26,45.38385420349042,28,136,0.06634688377380371
Normal,2,0.0,0,12,51.31778761837086,28,46.76380509674841,30,698,0.5398695468902588
Normal,2,0.0,0,12,52.7072340972687,30,48.95381451560638,32,450,0.28870391845703125
Normal,2,0.0,0,12,54.0,28,50.256383318936074,30,54,0.0220644474029541
Normal,2,0.0,0,12,47.49874842409178,25,43.84837052517539,27,82,0.03750300407409668
Normal,2,0.0,0,12,47.14380606860225,25,44.5357087863194,27,117,0.06691813468933105
Normal,2,0.0,0,12,55.93736444687496,29,51.6665194733105,31,148,0.07182693481445312
Normal,2,0.0,0,12,44.00000000000001,23,40.58782379856747,25,106,0.04637861251831055
Normal,2,0.0,0,12,43.99999999999999,23,40.751639842087236,25,63,0.03785133361816406
Normal,2,0.0,0,12,53.05544093680061,28,49.46600165816689,30,311,0.17085814476013184
Normal,2,0.0,0,12,47.01731128352296,25,43.55914326027065,27,332,0.20475554466247559
Normal,2,0.0,0,12,45.729008763076116,25,41.82180809463614,27,94,0.04260563850402832
Normal,2,0.0,0,12,42.00000000000001,22,40.62388700268124,24,70,0.02824878692626953
Normal,2,0.0,0,12,48.917753590352945,27,44.96541119290496,29,390,0.25237441062927246
Normal,2,0.0,0,12,45.09548739830316,24,42.9798940293689,26,53,0.024409055709838867
Normal,2,0.0,0,12,48.27396308977906,27,45.92558511389766,29,173,0.0947260856628418
Normal,2,0.0,0,12,55.83810052868003,29,51.312629320189686,31,65,0.028482913970947266
Normal,2,0.0,0,12,48.000000000000014,25,42.810558397144675,27,135,0.06251239776611328
Normal,2,0.0,0,12,51.54046850865719,27,46.97193484548271,29,412,0.2577395439147949
Normal,2,0.0,0,12,51.51955237041884,28,47.764447231642464,30,352,0.2128455638885498
Normal,2,0.0,0,12,48.0,25,43.73183046359457,27,80,0.03224515914916992
Normal,2,0.0,0,12,42.9161139168094,23,41.31246367456429,25,360,0.25812697410583496
Normal,2,0.0,0,12,47.99999999999999,25,45.602333012555675,27,63,0.025062084197998047
Normal,2,0.0,0,12,46.454018557072516,25,44.3831970277983,27,152,0.07458758354187012
Normal,2,0.0,0,12,49.039520734412164,26,45.754337616578994,28,227,0.11761641502380371
Normal,2,0.0,0,12,41.89636047627581,23,39.33540003121668,25,136,0.07534432411193848
Normal,2,0.0,0,12,49.82340425571933,26,46.899131882415084,28,88,0.04092264175415039
Normal,2,0.0,0,12,46.00000000000001,24,43.36249082715102,26,56,0.02472662925720215
Normal,2,0.0,0,12,45.770660827650694,24,42.217391764364734,26,62,0.028369426727294922
Normal,2,0.0,0,12,45.13097964414569,25,41.967008089214865,27,554,0.3884413242340088
Normal,2,0.0,0,12,48.0,25,42.610203628582646,27,115,0.054700613021850586
Normal,2,0.0,0,12,53.641093771554836,30,49.499948757376096,32,318,0.20521140098571777
Normal,2,0.0,0,12,43.99999999999999,23,39.810661179007255,25,80,0.0347137451171875
Normal,2,0.0,0,12,53.26060574402749,29,50.18478435442411,31,1139,1.0156364440917969
Normal,2,0.0,0,12,47.99999999999999,25,44.667663694647324,27,101,0.044661760330200195
Normal,2,0.0,0,12,50.603931638954826,27,46.826326680997205,29,332,0.20482730865478516
Normal,2,0.0,0,12,50.26331242040416,27,45.49318893688772,29,267,0.15999436378479004
Normal,2,0.0,0,12,45.16456914686014,24,42.76477146348072,26,279,0.1615161895751953
Normal,2,0.0,0,12,45.72782142992363,25,42.70762139420494,27,348,0.19783353805541992
Normal,2,0.0,0,12,42.00000000000001,22,40.08224864617617,24,102,0.04584860801696777
Normal,2,0.0,0,12,47.613548413200334,26,44.106197071668475,28,75,0.03505754470825195
Normal,2,0.0,0,12,45.75656766379614,25,42.36558789638375,27,232,0.13100600242614746
Normal,2,0.0,0,12,50.0,26,46.501913496785946,28,60,0.0264432430267334
Normal,2,0.0,0,12,49.29841643744954,27,46.022613739491064,29,486,0.31423306465148926
Normal,2,0.0,0,12,48.000000000000014,25,43.52436187875739,27,65,0.02812337875366211
Normal,2,0.0,0,12,46.00000000000001,24,43.271276007881454,26,64,0.02689981460571289
Normal,2,0.0,0,12,56.30365620136546,30,52.03714373987442,32,765,0.5838398933410645
Normal,2,0.0,0,12,44.0,23,42.327316748587556,25,112,0.059876441955566406
Normal,2,0.0,0,12,50.0,26,46.993356955239946,28,227,0.12623977661132812
Normal,2,0.0,0,12,43.46887786435132,23,39.68442240096914,25,92,0.0469210147857666
Normal,2,0.0,0,12,44.0,23,41.93751407155074,25,108,0.048941612243652344
Normal,2,0.0,0,12,50.74163417223931,27,47.87899628685193,29,384,0.25127077102661133
Normal,2,0.0,0,12,46.00000000000001,24,43.10215920652105,26,85,0.04458928108215332
Normal,2,0.0,0,12,44.91888993147608,24,40.63767423077877,26,78,0.03500032424926758
Normal,2,0.0,0,12,48.62427686623589,26,45.258901628924214,28,555,0.36041712760925293
Normal,2,0.0,0,12,45.99999999999999,24,42.42704730812735,26,68,0.026967525482177734
Normal,2,0.0,0,12,50.0,26,47.25154090109751,28,124,0.06374812126159668
Normal,2,0.0,0,12,44.0,23,39.48852071048031,25,71,0.033357858657836914
Normal,2,0.0,0,12,42.0,22,40.6147306164606,24,71,0.028887271881103516
Normal,2,0.0,0,12,45.99999999999999,24,42.8102883140891,26,57,0.022177934646606445
Normal,2,0.0,0,12,46.0,24,41.74544440674383,26,62,0.025455474853515625
Normal,2,0.0,0,12,48.79531068352433,26,44.28642434139471,28,506,0.3675992488861084
Normal,2,0.0,0,12,48.390342011638424,26,43.91421557519881,28,144,0.09865570068359375
Normal,2,0.0,0,12,53.266381031362826,28,50.39889076264056,30,101,0.049309730529785156
Normal,2,0.0,0,12,44.6189951531851,24,41.0841753178849,26,1123,0.9902751445770264
Normal,2,0.0,0,12,46.0,24,42.45059530812244,26,82,0.03976273536682129
Normal,2,0.0,0,12,44.51558227539117,25,41.448286074328664,27,471,0.3150033950805664
Normal,2,0.0,0,12,56.0,29,52.14378474594651,31,220,0.12365555763244629
Normal,2,0.0,0,12,47.69722490547758,26,43.85017296519747,28,390,0.23915910720825195
Normal,2,0.0,0,12,46.59592236349923,26,40.60841975732768,28,808,0.6320858001708984
Normal,2,0.0,0,12,49.99999999999999,26,46.74716392831093,28,122,0.05626225471496582
Normal,2,0.0,0,12,44.0,23,41.5931228190591,25,89,0.0364689826965332
Normal,2,0.0,0,12,46.61188131676724,27,44.52577960063763,29,1131,1.036733627319336
Normal,2,0.0,0,12,54.23836214765652,30,49.87086780622356,32,833,0.6482906341552734
Normal,2,0.0,0,12,51.39160968783295,28,46.52158498858638,30,725,0.566866397857666
Normal,2,0.0,0,12,44.93844895191294,24,43.39603451890654,26,196,0.10680770874023438
Normal,2,0.0,0,12,51.63783180250936,27,47.696297076459594,29,198,0.10882878303527832
Normal,2,0.0,0,12,46.00000000000001,24,43.6252485555129,26,76,0.033393144607543945
Normal,2,0.0,0,12,50.00000000000001,26,46.274410268978876,28,94,0.04079437255859375
Normal,2,0.0,0,12,51.136496227578554,27,47.37009947145322,29,350,0.2289574146270752
Normal,2,0.0,0,12,50.4702743752443,27,46.637120022136976,29,251,0.14157462120056152
Normal,2,0.0,0,12,46.32460097903825,25,43.56509840213251,27,128,0.06034207344055176
Normal,2,0.0,0,12,44.0,23,41.14682283189382,25,68,0.031010866165161133
Normal,2,0.0,0,12,60.74715106321382,32,56.75726509525513,34,358,0.2362208366394043
Normal,2,0.0,0,12,47.84356241487854,25,44.44072117182767,27,100,0.04548835754394531
Normal,2,0.0,0,12,52.92736407056187,28,47.92407003242978,30,340,0.20535659790039062
Normal,2,0.0,0,12,49.151897276850086,26,46.29230154194221,28,92,0.04167509078979492
Normal,2,0.0,0,12,48.00000000000001,25,44.73080252316821,27,86,0.035727739334106445
Normal,2,0.0,0,12,49.621491952335354,28,45.873854442427614,30,592,0.43115973472595215
Normal,2,0.0,0,12,45.36910918354378,24,42.90283942315551,26,86,0.040108442306518555
Normal,2,0.0,0,12,43.83493168230129,23,40.97536425206585,25,69,0.03028106689453125
Normal,2,0.0,0,12,49.96819643141386,26,46.077298588113784,28,71,0.03166341781616211
Normal,2,0.0,0,12,50.0,26,45.12381957676393,28,83,0.03937959671020508
Normal,2,0.0,0,12,48.63591365075893,26,46.276511924643145,28,217,0.12540769577026367
Normal,2,0.0,0,12,50.27261391036271,27,44.90586500626746,29,213,0.11848282814025879
Normal,2,0.0,0,12,46.0,24,43.32526068651007,26,90,0.04290461540222168
Normal,2,0.0,0,12,54.99603511614257,30,50.608165174574104,32,858,0.6845152378082275
Normal,2,0.0,0,12,45.99999999999999,24,42.34369581916444,26,50,0.02070140838623047
Normal,2,0.0,0,12,50.38214547933022,27,48.43048886224273,29,102,0.0454401969909668
Normal,2,0.0,0,12,55.26870650708218,29,52.95095558834593,31,155,0.10863661766052246
Normal,2,0.0,0,12,51.71558020744011,28,49.71299095900126,30,544,0.380387544631958
Normal,2,0.0,0,12,48.0,25,44.000478793400774,27,85,0.034964799880981445
Normal,2,0.0,0,12,53.86421990076469,28,48.35777246418238,30,126,0.06255173683166504
Normal,2,0.0,0,12,43.7136801344962,23,41.63614058636765,25,75,0.02917003631591797
Normal,2,0.0,0,12,50.37277534731937,27,47.701237467390705,29,159,0.08137726783752441
Normal,2,0.0,0,12,43.999999999999986,23,41.66078855381311,25,78,0.03524041175842285
Normal,2,0.0,0,12,44.0,23,40.33607010620369,25,209,0.10519981384277344
Normal,2,0.0,0,12,46.209569671346195,25,43.34221275465833,27,533,0.36501240730285645
Normal,2,0.0,0,12,50.0,26,47.65336080689212,28,72,0.02906346321105957
Normal,2,0.0,0,12,45.79026449774051,25,42.46317513082006,27,171,0.09008216857910156
Normal,2,0.0,0,12,48.0,25,45.40077155512468,27,112,0.05493354797363281
Normal,2,0.0,0,12,52.0,27,48.148755571169566,29,107,0.050925254821777344
Normal,2,0.0,0,12,51.23553045362536,28,47.75792000834632,30,1642,1.8101634979248047
Normal,2,0.0,0,12,47.986407015767,26,43.72377783268581,28,64,0.027616500854492188
Normal,2,0.0,0,12,51.728999502381555,27,49.285799931976705,29,240,0.12553620338439941
Normal,2,0.0,0,12,52.186098781545475,28,47.50594039421238,30,683,0.519965410232544
Normal,2,0.0,0,12,44.0,23,41.95959150676795,25,46,0.016653776168823242
Normal,2,0.0,0,12,49.62715460426055,28,46.602721311126714,30,557,0.36899876594543457
Normal,2,0.0,0,12,53.61127886966602,28,49.35857638626009,30,136,0.06962323188781738
Normal,2,0.0,0,12,47.0338789386502,25,42.49388684796893,27,272,0.1563701629638672
Normal,2,0.0,0,12,47.99999999999999,25,46.25667069047932,27,94,0.04608273506164551
Normal,2,0.0,0,12,48.6708306868357,26,45.083427593299014,28,120,0.06506085395812988
Normal,2,0.0,0,12,47.85864206940065,25,44.96581454188443,27,94,0.04767775535583496
Normal,2,0.0,0,12,44.0,23,41.77236417570006,25,73,0.033469438552856445
Normal,2,0.0,0,12,48.99038145860596,28,46.50635099619259,30,633,0.43944382667541504
Normal,2,0.0,0,12,58.736932918106874,34,51.90488579313809,36,774,0.5970125198364258
Normal,2,0.0,0,12,43.22798005451846,23,40.09771666127192,25,104,0.05406999588012695
Normal,2,0.0,0,12,56.47463576563728,30,50.43906353745161,32,281,0.15935611724853516
Normal,2,0.0,0,12,46.9666845362042,25,43.707347192468916,27,626,0.4610300064086914
Normal,2,0.0,0,12,46.0,24,42.54950597917826,26,75,0.03234505653381348
Normal,2,0.0,0,12,43.34340933793777,24,40.166772837259515,26,313,0.19271111488342285
Normal,2,0.0,0,12,54.0,28,49.36559713093353,30,65,0.02573704719543457
Normal,2,0.0,0,12,46.3383701327399,26,42.05003653934729,28,326,0.20159435272216797
Normal,2,0.0,0,12,45.088829171206385,24,43.1081647988932,26,113,0.05529904365539551
Normal,2,0.0,0,12,57.17754656934845,30,51.01599292591446,32,346,0.21416711807250977
Normal,2,0.0,0,12,43.380163147818166,24,40.413972276239576,26,260,0.1506822109222412
Normal,2,0.0,0,12,48.00000000000001,25,46.11229178215073,27,68,0.03269624710083008
Normal,2,0.0,0,12,43.438010777866474,23,40.44006849651357,25,142,0.07153820991516113
Normal,2,0.0,0,12,46.0,24,43.059219855778,26,94,0.044458627700805664
Normal,2,0.0,0,12,43.016205987444145,23,41.89534295509998,25,77,0.03998923301696777
Normal,2,0.0,0,12,53.86946893854661,29,50.789786576796565,31,1223,1.104750156402588
Normal,2,0.0,0,12,44.00000000000001,23,41.192057510142504,25,64,0.026787519454956055
Normal,2,0.0,0,12,44.000000000000014,23,40.66875145629582,25,75,0.03626728057861328
Normal,2,0.0,0,12,46.0,24,43.007575703616965,26,103,0.04781699180603027
Normal,2,0.0,0,12,47.99090832552651,26,44.170704131582056,28,652,0.4955604076385498
Normal,2,0.0,0,12,45.80213725615391,24,43.244269471025866,26,390,0.2368016242980957
Normal,2,0.0,0,12,48.71431262815576,26,46.14543840788038,28,384,0.23075413703918457
Normal,2,0.0,0,12,52.0,27,45.891959203208415,29,78,0.03480958938598633
Normal,2,0.0,0,12,45.999999999999986,24,42.98993006538878,26,72,0.03189969062805176
Normal,2,0.0,0,12,48.0,25,43.982576041891555,27,86,0.040257930755615234
Normal,2,0.0,0,12,47.68349509874789,26,42.54464994218763,28,543,0.3622574806213379
Normal,2,0.0,0,12,51.86028293529151,28,48.833407478529466,30,724,0.5304281711578369
Normal,2,0.0,0,12,47.99999999999999,25,44.369890001996026,27,77,0.03330206871032715
Normal,2,0.0,0,12,49.99999999999999,26,47.23717868227682,28,90,0.044654130935668945
Normal,2,0.0,0,12,51.99999999999999,27,49.93561550701463,29,100,0.04811382293701172
Normal,2,0.0,0,12,51.51891735452617,27,48.82828459714764,29,250,0.13949060440063477
Normal,2,0.0,0,12,48.00000000000001,25,45.75943326581662,27,65,0.03099822998046875
Normal,2,0.0,0,12,48.0,25,46.63059042862044,27,90,0.04435920715332031
Normal,2,0.0,0,12,48.7853478666703,26,45.39312916810581,28,124,0.06300139427185059
Normal,2,0.0,0,12,46.1256338151672,25,44.39470641307328,27,415,0.281691312789917
Normal,2,0.0,0,12,49.291494851325886,26,43.454337753893306,28,136,0.06511235237121582
Normal,2,0.0,0,12,45.268488527824,24,42.41598163179971,26,229,0.12018465995788574
Normal,2,0.0,0,12,53.531654558383764,29,51.16023846143449,31,312,0.18105125427246094
Normal,2,0.0,0,12,47.230619692532294,26,44.153414069551786,28,123,0.05701756477355957
Normal,2,0.0,0,12,49.31668419901487,26,44.76591416668281,28,131,0.07129263877868652
Normal,2,0.0,0,12,44.65715633269057,24,42.17747280363399,26,232,0.14858770370483398
Normal,2,0.0,0,12,55.17504901311646,30,50.420071213624,32,699,0.5341229438781738
Normal,2,0.0,0,12,52.0,27,46.89036722174323,29,62,0.029217004776000977
Normal,2,0.0,0,12,54.23938024974345,30,50.475808280738654,32,581,0.3973417282104492
Normal,2,0.0,0,12,50.58681481929512,27,47.25290791286258,29,93,0.040343523025512695
Normal,2,0.0,0,12,46.91232231329004,25,43.29202236848842,27,442,0.2986178398132324
Spaced,2,0.0,1,12,42.0,22,39.85841607280151,24,80,0.035358428955078125
Spaced,2,0.0,1,12,46.938315223451774,26,43.55320073270805,28,788,0.8201358318328857
Spaced,2,0.0,1,12,50.64056843355977,27,48.45597789055783,29,217,0.16507697105407715
Spaced,2,0.0,1,12,44.0,23,41.66134463874326,25,59,0.0258939266204834
Spaced,2,0.0,1,12,45.81169063634588,24,44.52074749169009,26,79,0.04965472221374512
Spaced,2,0.0,1,12,42.00000000000001,22,39.47013346040407,24,67,0.03318905830383301
Spaced,2,0.0,1,12,48.0,25,45.31689930370843,27,81,0.05104684829711914
Spaced,2,0.0,1,12,45.462482071659984,24,41.60881253278241,26,329,0.3042130470275879
Spaced,2,0.0,1,12,50.0,26,45.79210965025076,28,63,0.028967618942260742
Spaced,2,0.0,1,12,43.167199014103375,24,40.45328255190627,26,951,1.1426947116851807
Spaced,2,0.0,1,12,43.906811473703875,23,39.582186162762675,25,170,0.11946535110473633
Spaced,2,0.0,1,12,50.00000000000001,26,45.987726741614956,28,49,0.02425551414489746
Spaced,2,0.0,1,12,45.06786323146049,24,40.71941762501356,26,177,0.1289360523223877
Spaced,2,0.0,1,12,46.0,24,43.4692927888383,26,48,0.023041486740112305
Spaced,2,0.0,1,12,43.99999999999999,23,40.301615054073466,25,115,0.07945966720581055
Spaced,2,0.0,1,12,44.0,23,41.02274387968815,25,64,0.032182931900024414
Spaced,2,0.0,1,12,47.012592639681436,25,43.96726598810146,27,65,0.03621029853820801
Spaced,2,0.0,1,12,45.62303526608174,26,41.168718588158896,28,391,0.3330647945404053
Spaced,2,0.0,1,12,46.979448852138475,25,41.72845294104089,27,93,0.046811580657958984
Spaced,2,0.0,1,12,44.78697380952177,24,42.248981838903205,26,167,0.11832118034362793
Spaced,2,0.0,1,12,43.99999999999999,23,41.87680026865135,25,64,0.03467535972595215
Spaced,2,0.0,1,12,48.00000000000001,25,44.15440505027611,27,41,0.01584315299987793
Spaced,2,0.0,1,12,43.99999999999999,23,41.851842472670704,25,65,0.03033304214477539
Spaced,2,0.0,1,12,42.00000000000001,22,39.5421626584408,24,65,0.03257942199707031
Spaced,2,0.0,1,12,48.0,25,45.83817460023933,27,94,0.054274559020996094
Spaced,2,0.0,1,12,50.15772760905216,28,44.952486309947616,30,108,0.06451153755187988
Spaced,2,0.0,1,12,53.27321057896395,28,49.79069995599451,30,419,0.38616418838500977
Spaced,2,0.0,1,12,47.99999999999999,25,44.084218086472355,27,94,0.05715131759643555
Spaced,2,0.0,1,12,46.0,24,43.37902254233153,26,89,0.04677152633666992
Spaced,2,0.0,1,12,46.0,24,42.76606971996794,26,99,0.05259966850280762
Spaced,2,0.0,1,12,51.65125130063012,27,46.999908168235834,29,80,0.046269893646240234
Spaced,2,0.0,1,12,44.563208148737196,24,42.30923121373648,26,74,0.038773536682128906
Spaced,2,0.0,1,12,45.97909525006833,24,42.615690511148514,26,79,0.042327165603637695
Spaced,2,0.0,1,12,44.0,23,41.632381043569296,25,62,0.031830787658691406
