Type,Step Size,Goal Bias,Spacing,Steepness,Path Length,Path Nodes,Smooth Length,Smooth Nodes,Total Nodes,Time Taken
Normal,2,0.0,0,12,47.5599478915646,25,44.657310045993896,27,74,0.032865047454833984
Normal,2,0.0,0,12,48.15967570598528,26,44.38699796845315,28,268,0.15763187408447266
Normal,2,0.0,0,12,52.761222883820814,28,48.74897116269131,30,315,0.18143820762634277
Normal,2,0.0,0,12,43.59962690961692,23,41.010577608712644,25,93,0.042903900146484375
Normal,2,0.0,0,12,49.611840571058224,28,45.93565915145297,30,648,0.466170072555542
Normal,2,0.0,0,12,44.59854252659097,25,41.2787960782574,27,279,0.15455222129821777
Normal,2,0.0,0,12,47.023364847198785,25,42.11371601100407,27,145,0.06885051727294922
Normal,2,0.0,0,12,47.81455648992977,25,43.09070640404566,27,272,0.1510329246520996
Normal,2,0.0,0,12,51.01869373801404,28,48.11532555447462,30,372,0.246506929397583
Normal,2,0.0,0,12,50.906869702628924,27,47.26082822035242,29,86,0.04077935218811035
Normal,2,0.0,0,12,46.0,24,43.20310907200502,26,73,0.031463623046875
Normal,2,0.0,0,12,45.99999999999999,24,43.82453551968257,26,54,0.02043318748474121
Normal,2,0.0,0,12,47.51180920802768,25,43.214606234117944,27,376,0.2324378490447998
Normal,2,0.0,0,12,46.0,24,41.687447472138786,26,64,0.025578975677490234
Normal,2,0.0,0,12,48.75447926483984,27,45.98833719220396,29,410,0.25818324089050293
Normal,2,0.0,0,12,47.40229941314813,25,42.77698392727365,27,120,0.05257463455200195
Normal,2,0.0,0,12,48.0,25,43.66146733186061,27,112,0.051004886627197266
Normal,2,0.0,0,12,51.742460281436664,27,48.722872050864055,29,183,0.09904885292053223
Normal,2,0.0,0,12,47.99999999999998,25,46.209976324498946,27,122,0.0541691780090332
Normal,2,0.0,0,12,48.00000000000001,25,43.337742800895136,27,95,0.04275035858154297
Normal,2,0.0,0,12,47.414988376479364,25,42.97660648726166,27,152,0.08171892166137695
Normal,2,0.0,0,12,40.0,21,39.14964188453822,23,73,0.034114837646484375
Normal,2,0.0,0,12,45.562927418715645,26,43.15200828856774,28,894,0.6848447322845459
Normal,2,0.0,0,12,46.68037139001264,25,43.007697836620494,27,328,0.2043161392211914
Normal,2,0.0,0,12,50.0,26,46.65306625398213,28,76,0.03163552284240723
Normal,2,0.0,0,12,46.92861092141724,26,43.20930620415935,28,726,0.5528855323791504
Normal,2,0.0,0,12,50.167489018378554,27,46.07695810084337,29,350,0.2113656997680664
Normal,2,0.0,0,12,51.01276584955004,27,46.13596897625625,29,115,0.056986331939697266
Normal,2,0.0,0,12,50.0,26,47.19773282458379,28,75,0.035952091217041016
Normal,2,0.0,0,12,51.5110803705132,27,46.45098083669716,29,87,0.037824392318725586
Normal,2,0.0,0,12,45.07146976239238,25,42.232138897900626,27,94,0.04280900955200195
Normal,2,0.0,0,12,50.72606768957099,27,48.49615442094084,29,351,0.21455168724060059
Normal,2,0.0,0,12,53.162585783896446,28,48.053682837304805,30,167,0.07665228843688965
Normal,2,0.0,0,12,51.99999999999999,27,49.22455907667754,29,147,0.0748281478881836
Normal,2,0.0,0,12,43.99999999999999,23,41.04709227546852,25,71,0.028338909149169922
Normal,2,0.0,0,12,51.336729734250625,27,47.12032248819336,29,175,0.0900874137878418
Normal,2,0.0,0,12,46.0,24,43.902460814780795,26,64,0.0301971435546875
Normal,2,0.0,0,12,43.50053923814903,23,41.12134014946449,25,285,0.1705172061920166
Normal,2,0.0,0,12,49.999999999999986,26,45.429672679035804,28,80,0.036994218826293945
Normal,2,0.0,0,12,46.00000000000001,24,42.57073338064106,26,65,0.029544591903686523
Normal,2,0.0,0,12,45.07265354515784,24,41.10529302299455,26,673,0.47976160049438477
Normal,2,0.0,0,12,47.999999999999986,25,44.98017670192869,27,72,0.02743697166442871
Normal,2,0.0,0,12,44.0,23,41.61450628359055,25,60,0.027199745178222656
Normal,2,0.0,0,12,46.0,24,40.80081855904418,26,72,0.033414363861083984
Normal,2,0.0,0,12,46.96863680526037,25,42.975478413815296,27,396,0.24260783195495605
Normal,2,0.0,0,12,50.00000000000001,26,47.89209323498548,28,120,0.05862545967102051
Normal,2,0.0,0,12,66.95068375423743,36,63.339520296923766,38,324,0.19120025634765625
Normal,2,0.0,0,12,56.05361412054906,30,50.71977627714012,32,135,0.06986379623413086
Normal,2,0.0,0,12,46.395370010738944,26,44.851754435144606,28,510,0.3490560054779053
Normal,2,0.0,0,12,51.32922024396636,28,48.59573825702448,30,215,0.1217505931854248
Normal,2,0.0,0,12,46.00000000000001,24,42.55209777758423,26,101,0.05275106430053711
Normal,2,0.0,0,12,47.98642824367017,25,44.495287034678356,27,59,0.024267911911010742
Normal,2,0.0,0,12,44.0,23,41.06001713809748,25,59,0.027245283126831055
Normal,2,0.0,0,12,50.595223504306475,27,46.31340325956646,29,106,0.0477137565612793
Normal,2,0.0,0,12,46.0,24,43.11462302791249,26,82,0.03863716125488281
Normal,2,0.0,0,12,46.0,24,42.82834325146818,26,74,0.032822608947753906
Normal,2,0.0,0,12,46.0,24,42.65053739246538,26,80,0.03577470779418945
Normal,2,0.0,0,12,45.99999999999999,24,43.68933734485022,26,60,0.024845600128173828
Normal,2,0.0,0,12,55.5595216433405,29,50.77561186988399,31,288,0.18402934074401855
Normal,2,0.0,0,12,51.06859116217375,28,46.131789409342375,30,1355,1.3151519298553467
Normal,2,0.0,0,12,53.125066246575614,28,49.56579326779026,30,338,0.20722556114196777
Normal,2,0.0,0,12,44.00000000000001,23,41.98556807134395,25,83,0.04390859603881836
Normal,2,0.0,0,12,41.999999999999986,22,40.38628718719499,24,66,0.030263900756835938
Normal,2,0.0,0,12,52.54731342232972,28,46.72779931590739,30,272,0.15104031562805176
Normal,2,0.0,0,12,46.64333064253797,25,41.80010669083143,27,72,0.0300595760345459
Normal,2,0.0,0,12,40.0,21,37.95533122958676,23,58,0.02273392677307129
Normal,2,0.0,0,12,44.0,23,41.325708265789636,25,72,0.037039756774902344
Normal,2,0.0,0,12,44.532441907510034,24,41.528083480793214,26,424,0.2869548797607422
Normal,2,0.0,0,12,53.54992000382864,29,48.05645465764795,31,287,0.16599464416503906
Normal,2,0.0,0,12,54.0,28,51.743986715893016,30,165,0.0812678337097168
Normal,2,0.0,0,12,44.77361321436326,24,43.1075182968909,26,296,0.16079330444335938
Normal,2,0.0,0,12,46.0,24,43.928654475342285,26,77,0.03366589546203613
Normal,2,0.0,0,12,48.91806866901707,26,44.17536924860399,28,78,0.033017635345458984
Normal,2,0.0,0,12,45.78399333240854,24,42.81205776380507,26,68,0.03245377540588379
Normal,2,0.0,0,12,49.72028963195533,26,46.21875876403843,28,89,0.039343833923339844
Normal,2,0.0,0,12,54.690812692509525,30,51.13333865928034,32,666,0.4769139289855957
Normal,2,0.0,0,12,43.48948685202579,23,40.54733263132566,25,151,0.0655219554901123
Normal,2,0.0,0,12,54.00000000000001,28,47.17278715800144,30,108,0.053310394287109375
Normal,2,0.0,0,12,46.0,24,43.65751376781799,26,75,0.030944108963012695
Normal,2,0.0,0,12,48.85837771670701,26,45.12680686474237,28,430,0.2769277095794678
Normal,2,0.0,0,12,45.550391670224286,25,42.88981098755089,27,734,0.5614340305328369
Normal,2,0.0,0,12,52.673467171396005,28,48.15840849739213,30,360,0.225142240524292
Normal,2,0.0,0,12,50.45107845607169,27,47.591675789392966,29,151,0.07775235176086426
Normal,2,0.0,0,12,57.13954643709578,30,52.94133181241224,32,252,0.1327669620513916
Normal,2,0.0,0,12,50.19561116287754,27,46.5348469978913,29,314,0.20098519325256348
Normal,2,0.0,0,12,50.53997756782749,28,44.73292497889712,30,1999,2.4067258834838867
Normal,2,0.0,0,12,48.00000000000001,25,44.847369846273054,27,101,0.043469905853271484
Normal,2,0.0,0,12,48.00000000000001,25,43.399215609733524,27,84,0.039903879165649414
Normal,2,0.0,0,12,47.82714265228927,27,44.199323644175635,29,1375,1.3323304653167725
Normal,2,0.0,0,12,60.097416587216124,33,56.7621595619734,35,1013,0.8268115520477295
Normal,2,0.0,0,12,52.46710816542653,28,48.19058368077095,30,215,0.11512184143066406
Normal,2,0.0,0,12,49.196589057595645,26,44.656999327966034,28,640,0.424788236618042
Normal,2,0.0,0,12,47.48388081062006,25,44.75441015678937,27,438,0.2904691696166992
Normal,2,0.0,0,12,51.88996489362047,27,47.32610734138417,29,105,0.05303311347961426
Normal,2,0.0,0,12,46.0,24,42.977411783044644,26,68,0.029826641082763672
Normal,2,0.0,0,12,44.0,23,40.642582977665505,25,71,0.03123331069946289
Normal,2,0.0,0,12,53.07010173146912,28,47.163643651520744,30,315,0.18836259841918945
Normal,2,0.0,0,12,50.0,26,46.05197872026146,28,85,0.03639936447143555
Normal,2,0.0,0,12,48.71589906094499,26,44.36899438560202,28,485,0.3271753787994385
Normal,2,0.0,0,12,45.58978576394257,25,42.00967807396365,27,698,0.521099328994751
Normal,2,0.0,0,12,51.75106450445835,27,48.522209757113124,29,165,0.08956575393676758
Normal,2,0.0,0,12,45.061853533050034,24,40.07878299909234,26,158,0.09512925148010254
Normal,2,0.0,0,12,42.97764977821949,23,40.349468559341524,25,84,0.03470039367675781
Normal,2,0.0,0,12,51.114197898310046,27,45.71286123197659,29,210,0.11459469795227051
Normal,2,0.0,0,12,45.99999999999999,24,42.00385768338871,26,68,0.026252269744873047
Normal,2,0.0,0,12,50.34530412366598,27,45.87625277651944,29,223,0.1269817352294922
Normal,2,0.0,0,12,47.99999999999999,25,44.56472369585697,27,68,0.029051542282104492
Normal,2,0.0,0,12,50.0,26,46.68727456141431,28,93,0.04842543601989746
Normal,2,0.0,0,12,54.0,28,49.70616282417086,30,85,0.03924822807312012
Normal,2,0.0,0,12,47.0842200730728,25,44.13992350300433,27,180,0.09745240211486816
Normal,2,0.0,0,12,48.0,25,43.843488328944325,27,93,0.04357719421386719
Normal,2,0.0,0,12,45.27740970917607,24,42.55194201463938,26,102,0.04112410545349121
Normal,2,0.0,0,12,44.0,23,41.22313771068708,25,67,0.025981903076171875
Normal,2,0.0,0,12,49.99999999999999,26,45.92632528918917,28,72,0.029825925827026367
Normal,2,0.0,0,12,44.000000000000014,23,41.219349953862384,25,66,0.03153562545776367
Normal,2,0.0,0,12,46.0,24,42.41925964927423,26,87,0.03607940673828125
Normal,2,0.0,0,12,48.00000000000001,25,43.042728895029555,27,83,0.03475761413574219
Normal,2,0.0,0,12,49.1548621552391,26,46.222317388386976,28,81,0.040409088134765625
Normal,2,0.0,0,12,46.0,24,43.24915013934381,26,65,0.025774002075195312
Normal,2,0.0,0,12,48.52675383073542,28,42.89049519281179,30,376,0.22990775108337402
Normal,2,0.0,0,12,44.00000000000001,23,41.9618073543944,25,59,0.023107528686523438
Normal,2,0.0,0,12,52.076974962589624,28,48.640192936987916,30,192,0.11568570137023926
Normal,2,0.0,0,12,54.2840598746276,29,46.92743598839887,31,135,0.07036519050598145
Normal,2,0.0,0,12,49.999999999999986,26,44.711726548018696,28,116,0.0556643009185791
Normal,2,0.0,0,12,48.00000000000001,25,44.835716310713984,27,95,0.04067587852478027
Normal,2,0.0,0,12,49.78635519858617,26,46.484373815405235,28,71,0.03694438934326172
Normal,2,0.0,0,12,47.55159298065973,25,44.46309914591049,27,69,0.029640674591064453
Normal,2,0.0,0,12,48.0,25,44.89489910269682,27,54,0.021459341049194336
Normal,2,0.0,0,12,48.00000000000001,25,42.46788723207213,27,104,0.04744553565979004
Normal,2,0.0,0,12,51.82082560256669,27,46.74049494494529,29,175,0.10408878326416016
Normal,2,0.0,0,12,49.30616628975446,27,45.76400239845251,29,191,0.1025397777557373
Normal,2,0.0,0,12,51.54102055497325,28,46.052257343250496,30,328,0.19304442405700684
Normal,2,0.0,0,12,45.26350602254283,24,42.991732524735156,26,191,0.10415124893188477
Normal,2,0.0,0,12,62.79558603004936,33,58.805692424543004,35,295,0.16889715194702148
Normal,2,0.0,0,12,56.36413495269789,30,52.36408872592082,32,281,0.16654229164123535
Normal,2,0.0,0,12,48.0,25,44.13929874947188,27,76,0.03943800926208496
Normal,2,0.0,0,12,47.54958419280544,25,44.20867095656178,27,108,0.051047563552856445
Normal,2,0.0,0,12,48.36988356307689,27,45.29606975549081,29,288,0.17069482803344727
Normal,2,0.0,0,12,44.0,23,42.49029840565707,25,88,0.0364682674407959
Normal,2,0.0,0,12,40.0,21,38.478961726194676,23,93,0.04488515853881836
Normal,2,0.0,0,12,45.18267959073039,24,42.3335983452842,26,211,0.11438918113708496
Normal,2,0.0,0,12,52.44651279771126,28,47.553638458738526,30,286,0.1550464630126953
Normal,2,0.0,0,12,44.0,23,42.041287829529715,25,122,0.0551455020904541
Normal,2,0.0,0,12,45.999999999999986,24,42.72010421483798,26,95,0.045160531997680664
Normal,2,0.0,0,12,49.63666064620587,26,47.132246771466775,28,201,0.11728239059448242
Normal,2,0.0,0,12,50.00000000000001,26,45.668545718975096,28,119,0.06090950965881348
Normal,2,0.0,0,12,53.685758830870824,29,50.37567250585324,31,219,0.12215518951416016
Normal,2,0.0,0,12,44.896865785564316,24,42.12042157184017,26,314,0.18897104263305664
Normal,2,0.0,0,12,51.57252362675657,27,47.10739838879984,29,111,0.049663543701171875
Normal,2,0.0,0,12,52.0,27,48.978468549016846,29,70,0.03388524055480957
Normal,2,0.0,0,12,53.455515574647684,28,49.89438193658086,30,73,0.03357362747192383
Normal,2,0.0,0,12,46.230875637499246,26,43.52992174536283,28,701,0.4953627586364746
Normal,2,0.0,0,12,43.01643434650615,23,40.763232725855886,25,358,0.2082376480102539
Normal,2,0.0,0,12,50.72948155024452,27,44.74321401247837,29,515,0.3406541347503662
Normal,2,0.0,0,12,54.35893505230847,29,50.735739556388246,31,233,0.13753485679626465
Normal,2,0.0,0,12,46.99354775810149,25,40.39548433821534,27,251,0.15036892890930176
Normal,2,0.0,0,12,44.965823084516714,24,42.74584403849156,26,239,0.1354379653930664
Normal,2,0.0,0,12,47.47044841002006,25,43.39344378968929,27,108,0.04766488075256348
Normal,2,0.0,0,12,44.6273776688826,24,41.3865677387973,26,230,0.12420797348022461
Normal,2,0.0,0,12,47.99999999999999,25,44.16969542201541,27,68,0.02996993064880371
Normal,2,0.0,0,12,52.511675493522326,28,48.40187676273519,30,230,0.12371015548706055
Normal,2,0.0,0,12,50.494464825628235,27,47.37785339529564,29,103,0.04466104507446289
Normal,2,0.0,0,12,60.72488929073538,33,55.654941830458,35,135,0.06237936019897461
Normal,2,0.0,0,12,47.602832539142945,25,45.25752900190196,27,121,0.062248945236206055
Normal,2,0.0,0,12,50.0,26,46.072662495264545,28,108,0.05317497253417969
Normal,2,0.0,0,12,46.0,24,43.98958004616313,26,167,0.08485865592956543
Normal,2,0.0,0,12,47.97609046789981,26,45.460197726833094,28,325,0.19341373443603516
Normal,2,0.0,0,12,52.00000000000001,27,46.98932779574229,29,82,0.03783750534057617
Normal,2,0.0,0,12,54.302784749886975,30,49.15920325092232,32,816,0.634535551071167
Normal,2,0.0,0,12,46.01668892325439,25,44.250798413881284,27,126,0.06013202667236328
Normal,2,0.0,0,12,46.94947988479851,25,43.443333928339605,27,105,0.05241799354553223
Normal,2,0.0,0,12,47.03065946770237,25,43.747795880711514,27,586,0.4006485939025879
Normal,2,0.0,0,12,45.33880645057139,25,43.18835528265225,27,560,0.3837399482727051
Normal,2,0.0,0,12,48.21334444057549,26,44.06724258353009,28,300,0.1716756820678711
Normal,2,0.0,0,12,49.2801475022594,26,46.427693772991425,28,64,0.027615070343017578
Normal,2,0.0,0,12,52.184984403817786,28,49.27317470213186,30,148,0.06719732284545898
Normal,2,0.0,0,12,51.52689360683708,29,47.669803129579996,31,1078,0.9214494228363037
Normal,2,0.0,0,12,46.00000000000001,24,43.322852254449266,26,143,0.07445693016052246
Normal,2,0.0,0,12,48.902535339658876,26,45.35806420266957,28,409,0.26103782653808594
Normal,2,0.0,0,12,43.99999999999999,23,40.92776477253379,25,52,0.02794957160949707
Normal,2,0.0,0,12,43.99999999999999,23,40.91619436942043,25,48,0.018575191497802734
Normal,2,0.0,0,12,48.0,25,46.4403329630423,27,97,0.042369842529296875
Normal,2,0.0,0,12,48.00000000000001,25,45.14018296844845,27,83,0.039641380310058594
Normal,2,0.0,0,12,49.252891212936554,26,45.60023625669118,28,95,0.04646778106689453
Normal,2,0.0,0,12,50.255557955436196,27,46.50245957088855,29,128,0.0576932430267334
Normal,2,0.0,0,12,46.0,24,43.093092726685896,26,84,0.05135202407836914
Normal,2,0.0,0,12,43.99999999999999,23,40.279167320767996,25,93,0.04508709907531738
Normal,2,0.0,0,12,49.02219302006169,27,45.66069808500883,29,438,0.28296661376953125
Normal,2,0.0,0,12,46.0,24,43.5703403652288,26,79,0.034108638763427734
Normal,2,0.0,0,12,45.99999999999999,24,42.39544027368228,26,68,0.0492403507232666
Normal,2,0.0,0,12,49.34644796495832,28,45.620275636270755,30,1010,0.8658742904663086
Normal,2,0.0,0,12,50.0,26,46.98633222521306,28,69,0.029902219772338867
Normal,2,0.0,0,12,51.99999999999999,27,48.07138854788599,29,220,0.12066125869750977
Normal,2,0.0,0,12,44.13690611863241,24,42.45451244151572,26,467,0.3244600296020508
Normal,2,0.0,0,12,54.518709395588544,29,50.56920311594676,31,130,0.06854796409606934
Normal,2,0.0,0,12,44.00000000000001,23,40.61534057793136,25,136,0.06424069404602051
Normal,2,0.0,0,12,49.73813876608832,28,44.49638117596435,30,786,0.6097509860992432
Normal,2,0.0,0,12,43.755400305482866,24,41.8450257822054,26,216,0.12047195434570312
Normal,2,0.0,0,12,60.46450735934471,32,54.63010605043886,34,536,0.3689863681793213
Normal,2,0.0,0,12,47.172306070662856,25,43.11566774673733,27,270,0.1569652557373047
Normal,2,0.0,0,12,51.856529414956434,28,47.95333462866948,30,188,0.10335445404052734
Normal,2,0.0,0,12,49.738463794702746,26,45.96354585511989,28,90,0.0402834415435791
Normal,2,0.0,0,12,45.61690648065395,25,42.72837000047736,27,202,0.10635519027709961
Normal,2,0.0,0,12,52.0,27,48.05669435073545,29,92,0.04207134246826172
Normal,2,0.0,0,12,48.0,25,45.018269482573416,27,89,0.0388491153717041
Normal,2,0.0,0,12,46.924910424217494,25,42.92481474634911,27,114,0.06154465675354004
Normal,2,0.0,0,12,42.0,22,39.899656897271655,24,61,0.022613525390625
Normal,2,0.0,0,12,46.52110334647004,25,42.37141830811875,27,129,0.06154966354370117
Normal,2,0.0,0,12,52.0,27,48.81326655571194,29,103,0.04285860061645508
Normal,2,0.0,0,12,45.30263868469742,24,41.7248588085447,26,113,0.04755449295043945
Normal,2,0.0,0,12,54.00000000000001,28,48.76150630658896,30,167,0.08262157440185547
Normal,2,0.0,0,12,49.58535335922095,26,46.9619116694794,28,162,0.0811922550201416
Normal,2,0.0,0,12,42.0,22,40.84105210306327,24,102,0.04708218574523926
Normal,2,0.0,0,12,49.16929118894214,26,45.94545898273223,28,56,0.020462751388549805
Normal,2,0.0,0,12,60.0,31,55.76517092272363,33,93,0.04229927062988281
Normal,2,0.0,0,12,47.200250927074165,27,44.71808997314227,29,864,0.6725382804870605
Normal,2,0.0,0,12,40.755155603701525,22,39.33302963186657,24,207,0.11282086372375488
Normal,2,0.0,0,12,51.44729292431325,27,48.299352651836664,29,96,0.040918827056884766
Normal,2,0.0,0,12,44.00000000000001,23,40.94488135889417,25,75,0.030065536499023438
